"","control_1.bam","control_2.bam","control_3.bam"
"CG33189",0,1.47934968094665,1.02947564092046
"Ir85a",22.9628234209875,60.6533369188127,23.6779397411706
"CCT7",44095.7473617714,38790.7676589426,47459.8565220743
"CG9839",3316.1484305895,5242.81526927494,3690.67017269986
"hng2",576.446050016513,498.540842479022,530.179955074038
"CG9837",25.3382879128137,15.5331716499399,16.4716102547274
"CG9821",31934.9528066153,33601.9486530223,31145.7560404077
"lncRNA:CR43130",52.2602188201783,77.6658582496993,119.419174346774
"CG8369",141.736048012302,54.7359381950261,57.6506358915459
"IscU",3251.21906781291,3621.44801895741,3216.08190223553
"CG8379",2071.40503687252,1677.5825381935,2149.54513824193
"pyd",13660.5044709957,16889.7353073679,15985.6977522129
"ScsbetaA",7777.27074623927,7359.7646627096,7324.71918514909
"CG11964",5098.53862095649,4887.77134584774,4692.34997131547
"ich",0,0,4.11790256368185
"CAHbeta",17.4200729400594,42.1614659069796,10.2947564092046
"RagA-B",1663.61696577568,1857.32352442852,1263.16661140941
"CG11970",2506.11503887673,3175.42409015199,3029.74681122892
"E(var)3-9",3183.9142405445,3144.35774685211,3261.37883043603
"CG11975",3006.54622515481,3270.84214457305,2880.47284329545
"CG31100",155.98883496326,71.0087846854393,195.600371774888
"CG11980",7998.18894397911,5989.14718331252,6650.41264034619
"Prosbeta3",20898.5447775904,19960.1255701727,18809.5494352578
"CG11982",3145.11498717801,2711.64796517521,2966.94879713277
"CG11983",22.171001923712,72.488134366386,76.1811974281142
"Kcmf1",4685.20779937872,5051.23948559234,4366.00619314368
"Sf3b5",2573.41986614515,3389.92979388925,2416.17932924033
"CG11986",753.814065406209,825.477121968232,809.167853763484
"tgo",6956.15185356465,6615.65177319343,7877.54760432338
"neur",1031.74341094988,877.254360801365,1331.11200371016
"hyx",3704.93278575173,3721.3041224213,3631.99006116739
"Nmdmc",4532.38625040456,4250.91130820021,3855.38627524713
"Rel",3712.05917922721,2727.92081166563,4453.51162262192
"Mst85C",2511.65778935766,2826.29756544858,2189.69468823782
"Kdm2",3346.23764748596,3876.6358389207,4235.26278674678
"beag",2061.90317890522,2006.73784220413,2158.81041901021
"Ada",595.449765951123,639.079062168954,537.386284560481
"pum",4527.6353214209,3959.47942105372,4292.91342263833
"CG11997",52.2602188201783,0,23.6779397411706
"lncRNA:CR45196",10.2936794645806,3.69837420236663,0
"D1",27925.9605659098,30305.9575638731,25058.466575645
"Vps15",854.375395560188,1041.46217538644,1470.09121523442
"CG8420",711.055704553336,454.160352050622,579.594785838221
"St2",1956.59091976759,1395.02674913269,2287.49487412527
"CG16734",1960.55002725396,2832.95463901284,2168.07569977849
"CG16736",17.4200729400594,19.2315458523065,13.383183331966
"Ibf2",1333.42740141182,1767.82286873125,1386.70368831986
"Ibf1",1800.60208480433,2293.73168030778,1665.69158700931
"ATP6AP2",10644.4563878736,11462.0013279747,9772.81225925795
"sage",57.0111478038309,55.4756130354995,92.6528076828416
"TrpRS",3556.86216576123,3062.25383955957,3446.68444580171
"Vps16A",2681.89941127188,2297.43005451015,2927.8287227778
"CG12951",0,0,4.11790256368185
"CG16749",45.1338253446995,117.608299635259,78.2401487099552
"Aduk",1323.13372194724,1754.50872160273,1529.80080240781
"pasi2",8500.20377325173,8329.47837857013,7864.16442099141
"lncRNA:CR43301",20.5873589291612,17.0125213308865,48.3853551232617
"CG45050",6960.11096105102,5994.32490719584,6200.53178526395
"snoRNA:Me18S-G1358b",1.58364299455086,3.69837420236663,7.20632948644324
"CG43675",7.12639347547886,5.91739872378661,17.5010858956479
"CG18473",23.7546449182629,15.5331716499399,8.2358051273637
"Srr",5.54275048092801,7.39674840473326,10.2947564092046
"FER",5421.60179184487,6716.98722633827,8604.35740681323
"asRNA:CR46145",91.8512936839498,100.595778304372,159.568724342672
"Or85f",165.490692930565,39.2027665450863,90.5938564010007
"CG34117",1477.53891391595,1753.76904676226,1278.60874602321
"RpL34b",7733.72056388912,9532.92934402023,7291.77596463964
"CG8132",1790.30840533975,2243.4337911556,1833.49611647934
"CG9356",1504.46084482332,1675.36351367208,1659.51473316379
"CG44261",0.791821497275429,2.9586993618933,2.05895128184093
"betaTub85D",0,5.17772388331328,0
"Task7",18.2118944373349,10.3554477666266,2.05895128184093
"alpha-Man-IIa",5955.2894810085,6445.52655988456,6702.91589803313
"ps",3671.67628286617,5125.94664448015,3827.59043294228
"GstZ1",1527.4236682443,1522.99049653458,1245.66552551376
"GstZ2",142.527869509577,100.595778304372,142.067638447024
"CG16779",2.37546449182629,2.21902452141998,14.4126589728865
"lncRNA:CR45203",0,2.21902452141998,1.02947564092046
"phu",11.8773224591314,0.739674840473326,0
"RhoL",1428.44598108487,849.146716863379,1334.20043063292
"CG8149",2980.41611574472,2733.09853554894,2923.71082021411
"rump",21512.2064379789,20739.0031771911,21730.1718285491
"Ras85D",10211.3300288639,10014.4576651684,10716.841421982
"Rlb1",1019.86608849075,821.039072925392,885.349051191598
"mRpL47",3498.26737496285,3335.19385569423,3076.07321507034
"CG8176",4662.24497595773,4781.99784366005,4866.33135463103
"JHDM2",2528.28604080045,2796.71057182965,2694.13775228885
"by",2058.73589291612,3200.57303472808,2966.94879713277
"mura",5948.16308753303,5330.83657529126,6683.35586085564
"lncRNA:CR42549",2820.46817329508,3161.370268183,3470.36238554288
"RnpS1",6701.97715293923,5541.64390482616,5833.00898145534
"CG9386",1551.17831316257,1414.258294985,1235.37076910456
"CG8199",1511.58723829879,1648.73521941504,1424.79428703392
"AP-1mu",7540.51611855391,6337.53403317546,6625.7052249641
"MBD-like",2118.91432670905,2585.90324229475,2015.71330492227
"CG9393",1544.05191968709,1127.26445688135,1380.52683447434
"Vps45",582.780621994716,380.19286800329,633.127519166085
"CG16789",64.9293627765852,79.1452079306459,58.6801115324664
"CG16790",581.196979000165,707.1291474925,573.417931992698
"CG9396",12.6691439564069,0,2.05895128184093
"CG9399",126.691439564069,161.988790063658,154.421346138069
"Kap-alpha3",25244.8529761352,21686.5266478375,24260.6229539316
"CG8273",780.735996313573,653.87255897842,800.93204863612
"CG8301",0,0,0
"P58IPK",5290.95124479442,3446.14508176523,4605.87401747815
"bocks",1846.5277316463,1731.57880154806,1832.46664083842
"CG8312",2546.49793523778,2074.04825268721,2360.58764463062
"CG9427",2839.47188922969,4925.49476271188,3966.56964446654
"CG8319",677.799201667768,620.587191157121,660.923361470937
"Calr",104279.723905185,86070.0437871572,95371.6528505126
"sisRNA:CR46357",7.91821497275429,25.1489445760931,19.5600371774888
"SpdS",1119.63559714746,1194.57486736442,1088.15575245293
"asRNA:CR45053",5.54275048092801,2.21902452141998,0
"Scm",4533.17807190183,4349.28806198316,5701.23609941752
"Dh44",11.085500961856,6.65707356425994,14.4126589728865
"Fst",52.2602188201783,53.9962633545528,10.2947564092046
"CG9492",2.37546449182629,10.3554477666266,1.02947564092046
"p23",31355.3394706097,30404.3343176561,28789.2862983407
"nmdyn-D7",1692.12253967759,1958.65897757337,1502.00496010296
"CG9444",167.074335925116,47.3391897902929,82.358051273637
"eca",3462.63540758545,3321.14003372523,3490.95189836129
"Unc-115b",30.0892168964663,0.739674840473326,0
"Unc-115a",2074.57232286162,2275.23980929595,2426.47408564953
"trbd",1631.15228438738,1935.72905751869,2335.88022924853
"dmt",2897.2748585308,3739.79599343314,3433.30126246974
"scaRNA:PsiU1-6",3.95910748637715,9.61577292615324,1.02947564092046
"hyd",4884.74681669212,3753.84981540213,6365.24788781122
"FoxP",0,0,0
"alphaTub85E",114.814117104937,119.827324156679,213.101457670536
"side-VII",0,10.3554477666266,23.6779397411706
"Pnn",1414.98501563119,1652.43359361741,1378.4678831925
"CG34409",49.0929328310766,26.6282942570397,71.0338192235119
"CG31415",0.791821497275429,5.17772388331328,9.26528076828416
"CG12948",4078.67253246574,4708.77003445319,4454.54109826284
"PpD3",3342.27853999959,2836.65301321521,3590.81103553057
"CG16908",1804.5611922907,1736.0168505909,1794.37604212437
"Rpt3R",200.330838810684,227.819850865784,195.600371774888
"CG8412",1251.07796569518,1386.89032588749,1120.06949732146
"CG8417",1704.791683634,1886.17084320698,1684.22214854588
"Snap24",3539.44209282117,2473.4726665428,3120.34066762992
"CG8478",2993.8770811984,3810.80477811858,3565.07414450756
"MED6",3355.73950545327,3612.57192087173,3041.07104327905
"CG8481",2240.06301579219,2844.04976161994,2150.57461388285
"CG9471",2687.44216175281,3617.74964475504,2695.16722792977
"Whamy",0.791821497275429,0,0
"RpS29",29363.908404962,31638.1119515656,26785.9267011095
"snoRNA:Psi18S-1275",6.33457197820344,2.9586993618933,7.20632948644324
"asRNA:CR31514",89.4758291921235,53.9962633545528,101.918088451126
"CG12947",113.230474110386,64.3517111211794,99.8591371692849
"MtnA",167.074335925116,128.703422242359,83.3875269145575
"CG8500",174.99255089787,99.1164286234257,237.808873052627
"CG12945",1903.53887945013,1902.4436896974,2502.65528307764
"CG8507",5068.44940406002,4419.55717182812,5054.72539691947
"CG8516",4058.87699503385,4216.14659069796,4034.51503676729
"CG9467",4146.76918123142,3371.43792287742,3723.61339320931
"CG8526",0.791821497275429,39.9424413855596,1.02947564092046
"FBXO11",9477.31150088961,9373.89925331846,10254.6068592087
"CG42857",11.8773224591314,2.21902452141998,2.05895128184093
"Glut4EF",729.26759899067,673.8437796712,705.190814030517
"lncRNA:CR45029",3.16728598910172,0.739674840473326,8.2358051273637
"Art4",7720.25959843544,8657.15433289981,10135.187684862
"Spn85F",0,0,6.17685384552278
"CG5359",397.494391632266,384.63091704613,366.493328167685
"Mical",2118.91432670905,1626.54497420084,1922.0310215985
"CG31407",1.58364299455086,0.739674840473326,0
"CG3909",3582.99227517132,3321.87970856571,3224.31770736289
"CG11722",486.970220824389,558.454504557361,416.937634572787
"mtTFB2",1025.40883897168,1022.23062953414,1063.44833707084
"CG12811",1669.95153775388,1716.04562989812,1601.86409727224
"ohgt",1431.61326707398,1383.19195168512,1256.98975756388
"Fancl",319.895884899273,326.93627948921,234.720446129866
"lncRNA:CR45054",11.085500961856,96.1577292615324,46.3264038414208
"mir-317",1.58364299455086,8.87609808567991,3.08842692276139
"lncRNA:CR43459",29.2973953991909,128.703422242359,96.7707102465235
"Fmr1",19268.9761361976,16788.3998542231,21764.1445246995
"CG3940",61.7620767874835,116.868624794786,422.08501277739
"gammaSnap2",15.0446084482332,0,4.11790256368185
"ATPsynepsilonL",211.41633977254,268.501967091817,200.74774997949
"knk",877.338218981176,974.151764903371,1031.5345922023
"tws",11222.4860808847,10063.2762046396,12726.3778730588
"TAF1B",2592.42358207976,2204.23102461051,3270.64411120431
"CG42759",10.2936794645806,11.8347974475732,27.7958423048525
"Invadolysin",2194.92919044749,2230.85931886755,2172.19360234218
"CG6254",1939.17084682753,1578.46610957008,1507.15233830756
"Best1",1871.07419806184,2336.63282105524,2639.57554332007
"CG12814",3795.99225793841,4745.01410163639,3809.05987140571
"Syn",4.75092898365258,2.9586993618933,6.17685384552278
"Timp",1444.28241103038,2563.71299708055,2104.24821004143
"CG12817",0,0,0
"CG34107",0,0,0
"CG42795",0,0,0
"CG3999",56.2193263065555,7.39674840473326,9.26528076828416
"Sirt6",526.56129568816,740.414515313799,595.036920452028
"pont",9098.82082519196,8362.76374639143,9230.27859649287
"CG43143",1414.98501563119,1723.44237830285,2072.33446517289
"tRNA:Ser-GCT-2-1",0,0,0
"CG6293",19.7955374318857,102.814802825792,85.4464781963984
"Bruce",13402.3706628839,13414.0032319838,16292.4814932072
"CG12818",251.007414636311,247.051396718091,198.688798697649
"sle",4860.99217177386,5411.46113290285,6219.06234680052
"CG12592",100.56133015398,160.509440382712,171.922432033717
"CG18545",6.33457197820344,0,2.05895128184093
"jumu",4831.69477637467,6421.85696498942,5263.70895202633
"Rfx",581.988800497441,598.396945942921,734.01613197629
"lncRNA:CR44938",0,0.739674840473326,0
"cwo",1814.85487175528,1400.20447301601,1279.63822166414
"CG6325",2293.90687760692,2042.24223454685,2563.39434589195
"Irp-1B",4938.59067850685,4779.03914429816,5185.46880331637
"Rrp46",2956.66147082645,2429.83185095488,2229.84423823372
"CG6345",284.263917521879,246.311721877618,449.880855082242
"Cyp12e1",81.5576142193692,46.5995149498196,107.065466655728
"lncRNA:CR44955",63.3457197820344,170.864888149338,132.80235767874
"hth",22923.2323461237,20095.4860659793,19661.9552659399
"mir-4944",2.37546449182629,1.47934968094665,2.05895128184093
"asRNA:CR44018",0,0.739674840473326,4.11790256368185
"CG6465",0,0,0
"CG14688",82.3494357166446,125.005048039992,108.094942296649
"Skeletor",3788.86586446293,4231.6797623479,3290.2041483818
"pug",1392.81401370748,1642.81782069126,1705.84113700521
"CG14683",4121.43089331861,4233.89878686932,3966.56964446654
"CG31391",0,19.2315458523065,20.5895128184093
"CG31467",206.665410788887,310.663432998797,336.638534580991
"CG14684",50.6765758256275,88.7609808567992,72.0632948644324
"CG31278",369.780639227625,456.379376572042,426.202915341072
"CG31373",287.431203510981,190.836108842118,217.219360234218
"tomboy20",0,0,0
"CG31272",0.791821497275429,0,3.08842692276139
"MED7",2188.59461846929,2504.53900984268,2324.5559971984
"Cap-H2",1844.15226715448,1806.28596043586,2021.89015876779
"TfIIFbeta",2312.91059354153,2051.85800747301,2021.89015876779
"CG45076",3523.60566287566,4887.03167100727,4951.77783282743
"fau",23.7546449182629,30.3266684594064,25.7368910230116
"CG45078",201.122660307959,414.217910665063,717.544521721563
"Desi",0.791821497275429,14.7934968094665,6.17685384552278
"CG42633",0,10.3554477666266,2.05895128184093
"mRpL37",2574.21168764242,2645.07722953261,2658.10610485663
"Rbp1",7974.43429906085,8577.26945012869,7511.0542761557
"Art1",14690.664238951,11233.4418022684,13317.2968909471
"Mcm5",6236.38611254128,6687.40023271934,6055.37571989416
"CG14687",19.7955374318857,52.5169136736062,84.4170025554779
"CG14692",0,0,1.02947564092046
"TTLL15",954.144904216892,931.250624155918,1091.24417937569
"Cad86C",3936.14466295616,4639.98027428918,5259.59104946264
"CG42394",3498.26737496285,3546.7408600696,3287.11572145904
"CG4565",102.14497314853,124.265373199519,97.800185887444
"CG6567",1677.86975272663,1876.55507028083,1585.39248701751
"CG4511",5281.44938682711,4983.1894002688,5270.91528151277
"CG4570",71.2639347547887,384.63091704613,568.270553788095
"CG14694",30.0892168964663,7.39674840473326,57.6506358915459
"CG6574",696.011096105102,1237.47600811187,1044.91777553427
"SelR",1517.12998877972,1486.00675451091,1504.0639113848
"Tsp86D",1856.02958961361,1405.38219689932,1614.21780496329
"Fdh",13665.2553999794,16793.5775781064,16323.3657624349
"CG4596",0,17.7521961713598,0
"Sodh-2",72.8475777493395,228.559525706258,75.1517217871938
"asRNA:CR45195",0,0,2.05895128184093
"CG14695",8.71003647002972,8.87609808567991,17.5010858956479
"Tpc1",1094.29730923464,1874.33604575941,1744.96121136018
"CG14696",1966.09277773489,3057.81579051673,2238.08004336109
"Leash",3164.11870311262,3064.47286408099,3474.48028810656
"Adk3",556.650512584627,748.550938559006,549.739992251527
"CG6621",1233.65789275512,1451.24203700867,1316.69934473727
"lncRNA:CR45577",6.33457197820344,6.65707356425994,2.05895128184093
"lncRNA:CR45578",7.12639347547886,2.21902452141998,6.17685384552278
"side-VI",0,14.0538219689932,0
"Ugt86Dd",0,0,0
"Ugt86Di",1405.48315766389,2530.42762925925,1730.5485523873
"Ugt86Dc",0,18.4918710118332,0
"Ugt86Da",3202.12613498184,4804.92776371473,4774.70802258911
"CG4757",0,4.43804904283996,2.05895128184093
"Ugt35a",71.2639347547887,92.4593550591658,59.7095871733868
"CG18577",111.646831115836,165.687164266025,150.303443574388
"cu",746.68767193073,1145.75632789318,1113.89264347594
"SdhC",8326.00304385114,7847.95005742199,7214.5652915706
"Tctp",65530.3552930173,56936.4708454343,59195.8788285675
"ZnT86D",5672.60920648118,4669.56726790811,5676.52868403543
"RpS25",69864.786169103,78775.3705104092,65716.5775381577
"CG4820",521.810366704508,701.211748768713,688.71920377579
"CG6689",824.286178663722,804.766226434979,804.020475558881
"CG6693",3722.35285869179,4666.60856854621,3517.71826502522
"RpL3",61202.2589889098,61204.3946749654,56054.9486481192
"snoRNA:Psi28S-291",21.3791804264366,8.87609808567991,20.5895128184093
"scpr-C",41.1747178583223,10.3554477666266,18.5305615365683
"CG17726",389.576176659511,502.978891521862,249.133105102752
"GCC88",2302.61691407695,2079.96565141099,2364.7055471943
"CG17187",540.022261141843,511.854989607542,358.257523040321
"CG14701",452.13007494427,463.036450136302,499.295685846424
"Arfip",3140.36405819435,2537.82437766398,2875.32546509085
"CG17721",2046.06674895971,1997.86174411845,1873.64566647524
"CG31441",174.99255089787,236.695948951464,197.659323056729
"CG31388",661.170950224983,586.562148495348,557.975797378891
"scpr-A",3.95910748637715,2.9586993618933,3.08842692276139
"CG17734",3695.43092778443,3389.92979388925,3563.01519322572
"CG5214",15701.8202909718,15411.1253012618,14993.2832343656
"lncRNA:CR43283",342.066886822986,18.4918710118332,26.766366663932
"pros",56.2193263065555,16.2728464904132,56.6211602506255
"mRpL40",718.97391952609,849.146716863379,668.12969095738
"mgr",4729.54980322614,5355.98551986735,4865.30187899011
"Irbp",680.966487656869,1243.39340683566,964.618675542474
"snoRNA:Irbp-a",3.16728598910172,20.7108955332531,8.2358051273637
"Ranbp9",9520.06986174249,9319.90298996391,9748.10484387586
"CG6723",2.37546449182629,4.43804904283996,6.17685384552278
"ninaG",0,12.5744722880465,0
"CG5270",521.018545207232,649.43450993558,1269.34346525493
"Dtd",342.858708320261,313.62213236069,322.225875608105
"RpL24-like",6480.26713370211,8298.41203527025,6735.85911854259
"CG5276",1077.66905779186,1012.61485660798,1044.91777553427
"Exd2",2466.52396401296,2501.58031048079,2540.7458817917
"CG5281",269.219309073646,297.349285870277,298.547935866934
"sals",522.602188201783,787.753705104092,1025.35773835678
"CG17230",1890.07791399645,2278.19850865784,1926.14892416219
"PGRP-LB",19.0037159346103,12.5744722880465,13.383183331966
"lncRNA:CR45581",0,16.2728464904132,5.14737820460231
"CG14708",0,0,0
"CG10898",1009.57240902617,792.931428987406,785.489914022313
