"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008154","BP","GO:0008154","actin polymerization or depolymerization","6/272","70/12275",0.00448627124085446,0.0213517161626648,0.0132844824741485,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:0043065","BP","GO:0043065","positive regulation of apoptotic process","6/272","70/12275",0.00448627124085446,0.0213517161626648,0.0132844824741485,"rpr/E2f1/ft/kibra/fwe/hid",6
"GO:0043410","BP","GO:0043410","positive regulation of MAPK cascade","6/272","70/12275",0.00448627124085446,0.0213517161626648,0.0132844824741485,"InR/Pvr/ben/Alg-2/Gadd45/Ras85D",6
"GO:0072522","BP","GO:0072522","purine-containing compound biosynthetic process","7/272","93/12275",0.00454754502663664,0.021592888622981,0.0134345337064667,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Adk2",7
"GO:0032446","BP","GO:0032446","protein modification by small protein conjugation","12/272","226/12275",0.004561271501753,0.0216076977885369,0.0134437475841141,"Ubi-p63E/Ubi-p5E/rpr/Uev1A/Roc1a/CG40045/ben/lwr/Atg8a/dod/tna/Fbxl7",12
"GO:0042337","BP","GO:0042337","cuticle development involved in chitin-based cuticle molting cycle","4/272","31/12275",0.00463250204271786,0.0218435339375377,0.0135904787023204,"Sec13/sgg/arm/SrpRbeta",4
"GO:0046661","BP","GO:0046661","male sex differentiation","4/272","31/12275",0.00463250204271786,0.0218435339375377,0.0135904787023204,"rpr/puc/Pvr/ken",4
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","11/272","199/12275",0.00482777312956123,0.0226392946638248,0.0140855803298169,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Hex-A/Adk2/Scsalpha1/Eno/Tpi",11
"GO:0030952","BP","GO:0030952","establishment or maintenance of cytoskeleton polarity","5/272","50/12275",0.00483460637150898,0.0226392946638248,0.0140855803298169,"jvl/Eb1/par-1/mago/cnc",5
"GO:0035215","BP","GO:0035215","genital disc development","5/272","50/12275",0.00483460637150898,0.0226392946638248,0.0140855803298169,"rpr/puc/Pvr/rho/ken",5
"GO:0051896","BP","GO:0051896","regulation of protein kinase B signaling","3/272","16/12275",0.00486571893232043,0.0227327281310475,0.0141437122030753,"InR/Pvr/Pdk1",3
"GO:0051258","BP","GO:0051258","protein polymerization","7/272","95/12275",0.00511054482498844,0.023750246030414,0.0147767853761303,"Arp3/mwh/ens/Arpc5/CG6891/Arpc3A/LamC",7
"GO:0097485","BP","GO:0097485","neuron projection guidance","14/272","289/12275",0.00513062823335173,0.023750246030414,0.0147767853761303,"lola/Moe/Sema1a/spen/InR/wb/alpha-Spec/Psc/mirr/Pp1-87B/kis/AP-1sigma/kuz/Rheb",14
"GO:0035282","BP","GO:0035282","segmentation","13/272","259/12275",0.00515094783745461,0.023750246030414,0.0147767853761303,"Moe/spen/Gug/par-1/mago/sgg/arm/AGO1/cnc/Syx1A/kis/fs(1)h/Ras85D",13
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","6/272","72/12275",0.00515375811161509,0.023750246030414,0.0147767853761303,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:1901293","BP","GO:1901293","nucleoside phosphate biosynthetic process","8/272","120/12275",0.00519916025448973,0.023750246030414,0.0147767853761303,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Adk2/Scsalpha1",8
"GO:0032269","BP","GO:0032269","negative regulation of cellular protein metabolic process","11/272","201/12275",0.00520008188201509,0.023750246030414,0.0147767853761303,"SkpA/kek1/puc/Mkp3/Srp9/sgg/AGO1/crb/Spn88Ea/sty/Spn55B",11
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","4/272","32/12275",0.00520356879775867,0.023750246030414,0.0147767853761303,"rpr/ben/Atg8a/dod",4
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","4/272","32/12275",0.00520356879775867,0.023750246030414,0.0147767853761303,"SkpA/Pomp/Roc1a/sgg",4
"GO:0042026","BP","GO:0042026","protein refolding","4/272","32/12275",0.00520356879775867,0.023750246030414,0.0147767853761303,"Hsp26/Hsp68/Hsp70Bc/Hsp23",4
"GO:0007308","BP","GO:0007308","oocyte construction","9/272","146/12275",0.00520591015803374,0.023750246030414,0.0147767853761303,"jvl/Moe/par-1/mago/TBCB/alpha-Spec/cnc/Syx1A/Ras85D",9
"GO:0044419","BP","GO:0044419","interspecies interaction between organisms","20/272","481/12275",0.0052117623836991,0.023750246030414,0.0147767853761303,"lola/Eb1/Uev1A/dl/spen/par-1/Gprk2/sick/RNASEK/akirin/Pvr/ben/mask/E2f1/tyf/lwr/Eip75B/kis/Spn88Ea/Ras85D",20
"GO:0051674","BP","GO:0051674","localization of cell","17/272","384/12275",0.00531164625498939,0.0241513915656549,0.0150263676950358,"jvl/puc/cindr/Sema1a/bun/par-1/Ostgamma/Pvr/spin/Gli/lwr/Arl1/kis/Arpc5/kuz/kibra/Ras85D",17
"GO:0006753","BP","GO:0006753","nucleoside phosphate metabolic process","11/272","202/12275",0.00539456908477837,0.0244194160570968,0.0151931255627442,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Hex-A/Adk2/Scsalpha1/Eno/Tpi",11
"GO:0051248","BP","GO:0051248","negative regulation of protein metabolic process","11/272","202/12275",0.00539456908477837,0.0244194160570968,0.0151931255627442,"SkpA/kek1/puc/Mkp3/Srp9/sgg/AGO1/crb/Spn88Ea/sty/Spn55B",11
"GO:0042327","BP","GO:0042327","positive regulation of phosphorylation","8/272","121/12275",0.00546341787241385,0.0246762354902594,0.0153529119346161,"Lk6/InR/Pvr/rho/ben/Alg-2/Gadd45/Ras85D",8
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","11/272","203/12275",0.00559476232481041,0.0251579047585845,0.0156525940259596,"puc/cindr/Sema1a/bun/par-1/Pvr/Gli/kis/kuz/kibra/Ras85D",11
"GO:0098655","BP","GO:0098655","cation transmembrane transport","11/272","203/12275",0.00559476232481041,0.0251579047585845,0.0156525940259596,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Ostgamma/Cyt-c1/Prosap/ATPsynB/Vha14-1/fwe/mnd",11
"GO:0009913","BP","GO:0009913","epidermal cell differentiation","5/272","52/12275",0.00572208302435485,0.0255155403670913,0.0158751056000713,"spen/par-1/Gli/mwh/ft",5
"GO:0007435","BP","GO:0007435","salivary gland morphogenesis","7/272","97/12275",0.00572439958162039,0.0255155403670913,0.0158751056000713,"Trf2/rpr/Pvr/rho/crb/btsz/hid",7
"GO:0022612","BP","GO:0022612","gland morphogenesis","7/272","97/12275",0.00572439958162039,0.0255155403670913,0.0158751056000713,"Trf2/rpr/Pvr/rho/crb/btsz/hid",7
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","7/272","97/12275",0.00572439958162039,0.0255155403670913,0.0158751056000713,"Myc/Arp3/InR/Pdk1/kis/btsz/Rheb",7
"GO:0008594","BP","GO:0008594","photoreceptor cell morphogenesis","3/272","17/12275",0.00581259918161056,0.025549939824524,0.0158965080478138,"ben/crb/Ras85D",3
"GO:0031398","BP","GO:0031398","positive regulation of protein ubiquitination","3/272","17/12275",0.00581259918161056,0.025549939824524,0.0158965080478138,"rpr/ben/dod",3
"GO:0035209","BP","GO:0035209","pupal development","3/272","17/12275",0.00581259918161056,0.025549939824524,0.0158965080478138,"Trf2/Blimp-1/ft",3
"GO:0043491","BP","GO:0043491","protein kinase B signaling","3/272","17/12275",0.00581259918161056,0.025549939824524,0.0158965080478138,"InR/Pvr/Pdk1",3
"GO:0003382","BP","GO:0003382","epithelial cell morphogenesis","4/272","33/12275",0.0058199175643491,0.025549939824524,0.0158965080478138,"Gprk2/RhoGAP71E/sgg/crb",4
"GO:0016325","BP","GO:0016325","oocyte microtubule cytoskeleton organization","4/272","33/12275",0.0058199175643491,0.025549939824524,0.0158965080478138,"jvl/par-1/mago/cnc",4
"GO:0050821","BP","GO:0050821","protein stabilization","4/272","33/12275",0.0058199175643491,0.025549939824524,0.0158965080478138,"DnaJ-1/Cnx99A/Snx3/crb",4
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","6/272","74/12275",0.00589134044333517,0.0258078720066102,0.0160569867431252,"SkpA/rpr/Pomp/Roc1a/sgg/hid",6
"GO:0016358","BP","GO:0016358","dendrite development","10/272","177/12275",0.00608504175950585,0.0265992061461661,0.0165493342634855,"lola/Sema1a/robl/sgg/Prosap/cnc/cwo/fs(1)h/shn/hid",10
"GO:0048190","BP","GO:0048190","wing disc dorsal/ventral pattern formation","5/272","53/12275",0.00620630553930457,0.0270711871168382,0.0168429885480057,"CG14073/Su(Tpl)/crb/shn/cbt",5
"GO:0009952","BP","GO:0009952","anterior/posterior pattern specification","11/272","206/12275",0.0062307240679148,0.0271196259109881,0.0168731259059141,"E(spl)mbeta-HLH/jvl/Moe/par-1/mago/cnc/cwo/Syx1A/fs(1)h/shn/Ras85D",11
"GO:0001751","BP","GO:0001751","compound eye photoreceptor cell differentiation","10/272","178/12275",0.00632502277281288,0.0274713675655007,0.0170919704151424,"lola/Moe/bun/rho/Mob2/mask/AP-1sigma/crb/sty/Ras85D",10
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","7/272","99/12275",0.00639184169038487,0.0276770851754331,0.017219962561673,"Moe/Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",7
"GO:0033365","BP","GO:0033365","protein localization to organelle","12/272","236/12275",0.00639956166795728,0.0276770851754331,0.017219962561673,"Eb1/Sec13/Tim17b/Srp9/sgg/His2Av/Arl1/Tim23/Lamp1/Srp54k/CG13887/Tim8",12
"GO:0009132","BP","GO:0009132","nucleoside diphosphate metabolic process","4/272","34/12275",0.0064830588929122,0.0278607404321986,0.0173342280858678,"Hex-A/Adk2/Eno/Tpi",4
"GO:0048806","BP","GO:0048806","genitalia development","4/272","34/12275",0.0064830588929122,0.0278607404321986,0.0173342280858678,"rpr/puc/Pvr/ken",4
"GO:1901800","BP","GO:1901800","positive regulation of proteasomal protein catabolic process","4/272","34/12275",0.0064830588929122,0.0278607404321986,0.0173342280858678,"SkpA/Pomp/Roc1a/sgg",4
"GO:0006935","BP","GO:0006935","chemotaxis","14/272","298/12275",0.00667706335782074,0.0286314184497304,0.0178137239043358,"lola/Moe/Sema1a/spen/InR/wb/alpha-Spec/Psc/mirr/Pp1-87B/kis/AP-1sigma/kuz/Rheb",14
"GO:0019915","BP","GO:0019915","lipid storage","5/272","54/12275",0.00671861463867016,0.0286314184497304,0.0178137239043358,"Roc1a/zetaCOP/InR/Lsd-2/SNF4Agamma",5
"GO:0031334","BP","GO:0031334","positive regulation of protein-containing complex assembly","5/272","54/12275",0.00671861463867016,0.0286314184497304,0.0178137239043358,"Arp3/Rpt4/Rpt3/Arpc5/Arpc3A",5
"GO:0031647","BP","GO:0031647","regulation of protein stability","5/272","54/12275",0.00671861463867016,0.0286314184497304,0.0178137239043358,"DnaJ-1/SkpA/Cnx99A/Snx3/crb",5
"GO:0034333","BP","GO:0034333","adherens junction assembly","3/272","18/12275",0.00686218043058304,0.0290608347964608,0.0180808955868738,"cindr/arm/crb",3
"GO:0048803","BP","GO:0048803","imaginal disc-derived male genitalia morphogenesis","3/272","18/12275",0.00686218043058304,0.0290608347964608,0.0180808955868738,"rpr/puc/Pvr",3
"GO:0060259","BP","GO:0060259","regulation of feeding behavior","3/272","18/12275",0.00686218043058304,0.0290608347964608,0.0180808955868738,"Sirt1/InR/CrebB",3
"GO:0060548","BP","GO:0060548","negative regulation of cell death","8/272","126/12275",0.00694162495015348,0.0293362863557316,0.0182522743830198,"SkpA/rpr/puc/bun/Pvr/Pdk1/mask/Ras85D",8
"GO:0010631","BP","GO:0010631","epithelial cell migration","10/272","181/12275",0.00708938531674032,0.0297955427026222,0.0185380117375692,"puc/cindr/bun/par-1/Pvr/Gli/kis/kuz/kibra/Ras85D",10
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","7/272","101/12275",0.00711561483752488,0.0297955427026222,0.0185380117375692,"Moe/Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",7
"GO:0001655","BP","GO:0001655","urogenital system development","6/272","77/12275",0.00713805834014709,0.0297955427026222,0.0185380117375692,"Pvr/rho/crb/kuz/shn/Ras85D",6
"GO:0006367","BP","GO:0006367","transcription initiation from RNA polymerase II promoter","6/272","77/12275",0.00713805834014709,0.0297955427026222,0.0185380117375692,"Trf2/Sec13/Rbp1-like/Rpt4/Rpt3/SC35",6
"GO:0007480","BP","GO:0007480","imaginal disc-derived leg morphogenesis","6/272","77/12275",0.00713805834014709,0.0297955427026222,0.0185380117375692,"GEFmeso/Gug/RhoGAP71E/CG42674/sd/e(y)3",6
"GO:0072001","BP","GO:0072001","renal system development","6/272","77/12275",0.00713805834014709,0.0297955427026222,0.0185380117375692,"Pvr/rho/crb/kuz/shn/Ras85D",6
"GO:0030048","BP","GO:0030048","actin filament-based movement","4/272","35/12275",0.00719445159041509,0.0299695253367598,0.0186462592075337,"Mlc-c/Gprk2/RhoGAP71E/crb",4
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","5/272","55/12275",0.00725982030201373,0.0301801101126571,0.0187772795781408,"sgg/tral/rho/Arl1/crb",5
"GO:0090132","BP","GO:0090132","epithelium migration","10/272","182/12275",0.00735946901369823,0.0305320537289273,0.018996249742722,"puc/cindr/bun/par-1/Pvr/Gli/kis/kuz/kibra/Ras85D",10
"GO:1902532","BP","GO:1902532","negative regulation of intracellular signal transduction","7/272","103/12275",0.00789846641112173,0.0322104952234787,0.0200405323871887,"SkpA/puc/Mkp3/par-1/sgg/sty/Rheb",7
"GO:0035017","BP","GO:0035017","cuticle pattern formation","4/272","36/12275",0.00795550083497102,0.0322104952234787,0.0200405323871887,"Sec13/sgg/arm/SrpRbeta",4
"GO:0045879","BP","GO:0045879","negative regulation of smoothened signaling pathway","4/272","36/12275",0.00795550083497102,0.0322104952234787,0.0200405323871887,"Roc1a/Gug/Gprk2/sgg",4
"GO:0046626","BP","GO:0046626","regulation of insulin receptor signaling pathway","4/272","36/12275",0.00795550083497102,0.0322104952234787,0.0200405323871887,"SkpA/Roc1a/sgg/HDAC4",4
"GO:1900076","BP","GO:1900076","regulation of cellular response to insulin stimulus","4/272","36/12275",0.00795550083497102,0.0322104952234787,0.0200405323871887,"SkpA/Roc1a/sgg/HDAC4",4
"GO:0097549","BP","GO:0097549","chromatin organization involved in negative regulation of transcription","8/272","129/12275",0.00796297822693882,0.0322104952234787,0.0200405323871887,"Su(var)205/Sirt1/AGO1/Psc/vig2/LamC/e(y)3/lncRNA:roX2",8
"GO:0006812","BP","GO:0006812","cation transport","15/272","336/12275",0.00799148270035594,0.0322104952234787,0.0200405323871887,"ATPsynG/Cnx99A/ATPsynbeta/ATPsyngamma/ATPsynO/Ostgamma/Cyt-c1/Prosap/ATPsynB/Zip102B/Atox1/Fkbp59/Vha14-1/fwe/mnd",15
"GO:0001895","BP","GO:0001895","retina homeostasis","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"Cnx99A/Culd/crb",3
"GO:0009799","BP","GO:0009799","specification of symmetry","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"puc/Moe/tral",3
"GO:0009855","BP","GO:0009855","determination of bilateral symmetry","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"puc/Moe/tral",3
"GO:0035126","BP","GO:0035126","post-embryonic genitalia morphogenesis","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"rpr/puc/Pvr",3
"GO:0045476","BP","GO:0045476","nurse cell apoptotic process","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"lola/spin/E2f1",3
"GO:0048805","BP","GO:0048805","imaginal disc-derived genitalia morphogenesis","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"rpr/puc/Pvr",3
"GO:0048808","BP","GO:0048808","male genitalia morphogenesis","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"rpr/puc/Pvr",3
"GO:0090598","BP","GO:0090598","male anatomical structure morphogenesis","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"rpr/puc/Pvr",3
"GO:1903322","BP","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","3/272","19/12275",0.00801704520289822,0.0322104952234787,0.0200405323871887,"rpr/ben/dod",3
"GO:1902903","BP","GO:1902903","regulation of supramolecular fiber organization","7/272","104/12275",0.00831290431000572,0.033333437164334,0.0207391976569558,"Arp3/alpha-Spec/mwh/Arpc5/CG6891/Arpc3A/LamC",7
"GO:0007450","BP","GO:0007450","dorsal/ventral pattern formation, imaginal disc","5/272","57/12275",0.00843210261753213,0.0337449764870588,0.020995246720109,"CG14073/Su(Tpl)/crb/shn/cbt",5
"GO:0010562","BP","GO:0010562","positive regulation of phosphorus metabolic process","8/272","131/12275",0.00870403905271603,0.0346969227991831,0.0215875229569886,"Lk6/InR/Pvr/rho/ben/Alg-2/Gadd45/Ras85D",8
"GO:0045937","BP","GO:0045937","positive regulation of phosphate metabolic process","8/272","131/12275",0.00870403905271603,0.0346969227991831,0.0215875229569886,"Lk6/InR/Pvr/rho/ben/Alg-2/Gadd45/Ras85D",8
"GO:0002684","BP","GO:0002684","positive regulation of immune system process","7/272","105/12275",0.00874313990927038,0.0347461335608793,0.0216181406130267,"DnaJ-1/puc/dl/Gprk2/akirin/lwr/Ras85D",7
"GO:0016321","BP","GO:0016321","female meiosis chromosome segregation","4/272","37/12275",0.00876755652935295,0.0347461335608793,0.0216181406130267,"east/eIF4E1/Gli/lwr",4
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","4/272","37/12275",0.00876755652935295,0.0347461335608793,0.0216181406130267,"rpr/ben/Atg8a/dod",4
"GO:0001754","BP","GO:0001754","eye photoreceptor cell differentiation","10/272","187/12275",0.00883129505762177,0.0349307728783991,0.0217330183942292,"lola/Moe/bun/rho/Mob2/mask/AP-1sigma/crb/sty/Ras85D",10
"GO:0007350","BP","GO:0007350","blastoderm segmentation","11/272","217/12275",0.00906189568194358,0.0356514949580015,0.0221814329273874,"Moe/par-1/mago/sgg/arm/AGO1/cnc/Syx1A/kis/fs(1)h/Ras85D",11
"GO:0060033","BP","GO:0060033","anatomical structure regression","5/272","58/12275",0.00906473770351276,0.0356514949580015,0.0221814329273874,"Ubi-p63E/Trf2/rpr/Atg8a/hid",5
"GO:0007478","BP","GO:0007478","leg disc morphogenesis","6/272","81/12275",0.00908351786116975,0.0356514949580015,0.0221814329273874,"GEFmeso/Gug/RhoGAP71E/CG42674/sd/e(y)3",6
"GO:0035222","BP","GO:0035222","wing disc pattern formation","6/272","81/12275",0.00908351786116975,0.0356514949580015,0.0221814329273874,"spen/CG14073/Su(Tpl)/crb/shn/cbt",6
"GO:0035019","BP","GO:0035019","somatic stem cell population maintenance","3/272","20/12275",0.00927944689085468,0.036280678151,0.0225728943460734,"sgg/arm/His2Av",3
"GO:0045010","BP","GO:0045010","actin nucleation","3/272","20/12275",0.00927944689085468,0.036280678151,0.0225728943460734,"Arp3/Arpc5/Arpc3A",3
"GO:0007474","BP","GO:0007474","imaginal disc-derived wing vein specification","5/272","59/12275",0.00972938438299276,0.0379669654945522,0.0236220584737312,"GEFmeso/Mkp3/rho/sty/Ras85D",5
"GO:0090130","BP","GO:0090130","tissue migration","10/272","190/12275",0.00981692434693027,0.0382353248464569,0.0237890246829104,"puc/cindr/bun/par-1/Pvr/Gli/kis/kuz/kibra/Ras85D",10
"GO:0048870","BP","GO:0048870","cell motility","16/272","378/12275",0.0101567664078222,0.039373781058223,0.0244973425285381,"puc/cindr/Sema1a/bun/par-1/Ostgamma/Pvr/spin/Gli/lwr/Arl1/kis/Arpc5/kuz/kibra/Ras85D",16
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation","10/272","191/12275",0.0101634638318147,0.039373781058223,0.0244973425285381,"Eb1/Moe/east/sgg/eIF4E1/Gli/lwr/Pp1-87B/luna/crb",10
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","6/272","83/12275",0.0101865403130503,0.039373781058223,0.0244973425285381,"SkpA/kek1/puc/Mkp3/sgg/sty",6
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","6/272","83/12275",0.0101865403130503,0.039373781058223,0.0244973425285381,"SkpA/kek1/puc/Mkp3/sgg/sty",6
"GO:0001894","BP","GO:0001894","tissue homeostasis","5/272","60/12275",0.0104267855963244,0.0401113997881309,0.024956269718063,"Cnx99A/Mkp3/Culd/rho/crb",5
"GO:0008589","BP","GO:0008589","regulation of smoothened signaling pathway","5/272","60/12275",0.0104267855963244,0.0401113997881309,0.024956269718063,"Roc1a/Gug/Gprk2/sgg/Gprk1",5
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","9/272","163/12275",0.0104364466802697,0.0401113997881309,0.024956269718063,"Su(var)205/Moe/Sirt1/Gug/sgg/Ncoa6/vig2/e(y)3/lncRNA:roX2",9
"GO:0045931","BP","GO:0045931","positive regulation of mitotic cell cycle","4/272","39/12275",0.0105498021872167,0.0402537146004871,0.0250448142929419,"SkpA/Moe/sgg/ben",4
"GO:0048865","BP","GO:0048865","stem cell fate commitment","4/272","39/12275",0.0105498021872167,0.0402537146004871,0.0250448142929419,"spen/rho/kuz/Ras85D",4
"GO:0045165","BP","GO:0045165","cell fate commitment","14/272","315/12275",0.0106017495686021,0.0402537146004871,0.0250448142929419,"lola/Pfdn2/Blimp-1/bun/spen/par-1/arm/rho/alpha-Spec/AGO1/mgr/kuz/Ras85D/E(spl)malpha-BFM",14
"GO:0035112","BP","GO:0035112","genitalia morphogenesis","3/272","21/12275",0.0106513265437715,0.0402537146004871,0.0250448142929419,"rpr/puc/Pvr",3
"GO:0035601","BP","GO:0035601","protein deacylation","3/272","21/12275",0.0106513265437715,0.0402537146004871,0.0250448142929419,"Sirt1/CG18815/HDAC4",3
"GO:0036315","BP","GO:0036315","cellular response to sterol","3/272","21/12275",0.0106513265437715,0.0402537146004871,0.0250448142929419,"Sec13/Blimp-1/DOR",3
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","3/272","21/12275",0.0106513265437715,0.0402537146004871,0.0250448142929419,"Crtc/lwr/HDAC4",3
"GO:0071390","BP","GO:0071390","cellular response to ecdysone","3/272","21/12275",0.0106513265437715,0.0402537146004871,0.0250448142929419,"Sec13/Blimp-1/DOR",3
"GO:1901655","BP","GO:1901655","cellular response to ketone","3/272","21/12275",0.0106513265437715,0.0402537146004871,0.0250448142929419,"Sec13/Blimp-1/DOR",3
"GO:0007267","BP","GO:0007267","cell-cell signaling","19/272","481/12275",0.0107632869921348,0.0405212902945569,0.0252112929305979,"SkpA/Cirl/Roc1a/Arf102F/spen/InR/sgg/CHOp24/Sap47/arm/CanB2/alpha-Spec/Prosap/Gli/Snx3/Syx1A/Arl1/Pp1-87B/Arf51F",19
"GO:0042063","BP","GO:0042063","gliogenesis","6/272","84/12275",0.0107723262908033,0.0405212902945569,0.0252112929305979,"spen/spin/pasi1/kuz/sty/kibra",6
"GO:0048193","BP","GO:0048193","Golgi vesicle transport","8/272","136/12275",0.0107818062541236,0.0405212902945569,0.0252112929305979,"Sec13/Arf102F/loj/zetaCOP/CHOp24/boca/Arl1/CG13887",8
"GO:0048813","BP","GO:0048813","dendrite morphogenesis","9/272","164/12275",0.0108354175978324,0.0406477820382774,0.0252899928037031,"lola/Sema1a/robl/Prosap/cnc/cwo/fs(1)h/shn/hid",9
"GO:0048565","BP","GO:0048565","digestive tract development","7/272","110/12275",0.0111431752113887,0.041648895239631,0.025912859400313,"puc/wb/Pvr/rho/cnc/crb/shn",7
"GO:0055123","BP","GO:0055123","digestive system development","7/272","110/12275",0.0111431752113887,0.041648895239631,0.025912859400313,"puc/wb/Pvr/rho/cnc/crb/shn",7
"GO:0003007","BP","GO:0003007","heart morphogenesis","4/272","40/12275",0.0115224038379922,0.0429088420804205,0.0266967655555519,"arm/Gli/sd/kuz",4
"GO:0042593","BP","GO:0042593","glucose homeostasis","4/272","40/12275",0.0115224038379922,0.0429088420804205,0.0266967655555519,"InR/Hex-A/Eno/Tpi",4
"GO:0002682","BP","GO:0002682","regulation of immune system process","11/272","225/12275",0.0116811202373101,0.0434205144587603,0.0270151148016161,"DnaJ-1/puc/Cyt-b5/dl/Gprk2/akirin/Pvr/E2f1/lwr/Spn88Ea/Ras85D",11
"GO:0007446","BP","GO:0007446","imaginal disc growth","5/272","62/12275",0.0119227425285882,0.0440773621247445,0.0274237883358873,"Myc/InR/crb/ft/Fbxl7",5
"GO:0042067","BP","GO:0042067","establishment of ommatidial planar polarity","5/272","62/12275",0.0119227425285882,0.0440773621247445,0.0274237883358873,"lola/mirr/ft/sty/Ras85D",5
"GO:1990542","BP","GO:1990542","mitochondrial transmembrane transport","5/272","62/12275",0.0119227425285882,0.0440773621247445,0.0274237883358873,"ATPsynbeta/Tim17b/ATPsynO/Cyt-c1/Tim23",5
"GO:0008285","BP","GO:0008285","negative regulation of cell population proliferation","6/272","86/12275",0.0120148209741241,0.0442571253603813,0.0275356323457609,"Xrp1/lwr/sd/ft/kibra/Pkc98E",6
"GO:0050795","BP","GO:0050795","regulation of behavior","6/272","86/12275",0.0120148209741241,0.0442571253603813,0.0275356323457609,"Sirt1/InR/AGO1/dod/Gadd45/CrebB",6
"GO:0007449","BP","GO:0007449","proximal/distal pattern formation, imaginal disc","3/272","22/12275",0.0121343290024504,0.0444561657877543,0.0276594701229653,"rho/Ras85D/Fbxl7",3
"GO:0007483","BP","GO:0007483","genital disc morphogenesis","3/272","22/12275",0.0121343290024504,0.0444561657877543,0.0276594701229653,"rpr/puc/Pvr",3
"GO:0098732","BP","GO:0098732","macromolecule deacylation","3/272","22/12275",0.0121343290024504,0.0444561657877543,0.0276594701229653,"Sirt1/CG18815/HDAC4",3
"GO:0001934","BP","GO:0001934","positive regulation of protein phosphorylation","7/272","112/12275",0.0122255978578917,0.0447101307657547,0.0278174805270747,"Lk6/InR/Pvr/ben/Alg-2/Gadd45/Ras85D",7
"GO:0010001","BP","GO:0010001","glial cell differentiation","4/272","41/12275",0.0125508334831024,0.0457353270216092,0.0284553309738354,"spen/spin/pasi1/sty",4
"GO:0071407","BP","GO:0071407","cellular response to organic cyclic compound","4/272","41/12275",0.0125508334831024,0.0457353270216092,0.0284553309738354,"Sec13/Blimp-1/Crtc/DOR",4
"GO:0007591","BP","GO:0007591","molting cycle, chitin-based cuticle","6/272","87/12275",0.0126724611283301,0.0460847614826517,0.0286727400072928,"Sec13/mgl/sgg/arm/SrpRbeta/Eip75B",6
"GO:0009266","BP","GO:0009266","response to temperature stimulus","8/272","140/12275",0.0126919740754873,0.0460847614826517,0.0286727400072928,"Hsp26/DnaJ-1/Sec13/Hsp68/CG5446/CrebB/Hsp70Bc/Hsp23",8
"GO:0055002","BP","GO:0055002","striated muscle cell development","5/272","63/12275",0.0127227009988574,0.0461141315563568,0.0286910133032858,"CanB2/mask/sd/ens/sty",5
"GO:1902275","BP","GO:1902275","regulation of chromatin organization","7/272","113/12275",0.012794365757323,0.0462915151823568,0.028801376781933,"Su(var)205/Sirt1/Gug/Ncoa6/vig2/e(y)3/lncRNA:roX2",7
"GO:0016236","BP","GO:0016236","macroautophagy","6/272","88/12275",0.0133549732903373,0.048063746629712,0.0299040130957152,"lft/Atg8a/Rheb/Ras85D/DOR/hid",6
