"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","enrichment_factor"
"GO:2000147","GO:2000147","positive regulation of cell motility","31/1975","53/12275",2.44387593500904e-12,3.29238052365937e-11,1.60480785697839e-11,"puc/kay/spri/Pvf1/Pvr/Pvf3/ena/Gli/slbo/kuz/hep/ttk/Cbl/Bug22/aop/peb/shg/Catsup/Pvf2/Rac1/Diap1/bsk/Fhos/Hrs/Sema1a/Egfr/kis/Tie/unc-5/sli/mbc",31,3.63529973728206
"GO:0035317","GO:0035317","imaginal disc-derived wing hair organization","28/1975","48/12275",3.1022452845485e-11,3.65051965524626e-10,1.77937592046069e-10,"fry/Gli/ft/Rho1/Nost/sqh/fz/sn/fw/pk/ck/Rok/par-1/dco/Mbs/scrib/ATP6AP2/cora/Rac1/fj/vri/spen/mwh/flr/LIMK1/dgo/Cdc42/Galphao",28,3.62552742616034
"GO:0046621","GO:0046621","negative regulation of organ growth","14/1975","24/12275",2.93628111354861e-06,1.54476249094172e-05,7.52964903301459e-06,"Fbxl7/TSG101/Csk/ft/Tao/wts/dlg1/Fmr1/ago/scrib/Syx7/kibra/ex/crb",14,3.62552742616034
"GO:0003381","GO:0003381","epithelial cell morphogenesis involved in gastrulation","7/1975","12/12275",0.00103293391440196,0.00310202966168837,0.00151202497338444,"RhoGAP71E/sqh/Gprk2/tsl/fog/Rok/Rab35",7,3.62552742616034
"GO:0003384","GO:0003384","apical constriction involved in gastrulation","7/1975","12/12275",0.00103293391440196,0.00310202966168837,0.00151202497338444,"RhoGAP71E/sqh/Gprk2/tsl/fog/Rok/Rab35",7,3.62552742616034
"GO:0010884","GO:0010884","positive regulation of lipid storage","7/1975","12/12275",0.00103293391440196,0.00310202966168837,0.00151202497338444,"upd2/Lsd-2/Pi3K92E/InR/Akt1/SERCA/bmm",7,3.62552742616034
"GO:0035076","GO:0035076","ecdysone receptor-mediated signaling pathway","7/1975","12/12275",0.00103293391440196,0.00310202966168837,0.00151202497338444,"EcR/Oatp74D/pzg/G9a/Iswi/DOR/E(bx)",7,3.62552742616034
"GO:0045314","GO:0045314","regulation of compound eye photoreceptor development","7/1975","12/12275",0.00103293391440196,0.00310202966168837,0.00151202497338444,"neur/sty/mbt/Mbs/Nct/csw/Kr-h1",7,3.62552742616034
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","18/1975","31/12275",1.20413080811818e-07,8.18752150897339e-07,3.99085061777004e-07,"Pvf1/Pvr/PEK/Alg-2/Mnn1/hep/Cka/slpr/Rac1/Crk/rdx/grnd/ben/Mekk1/hppy/Cdc42/ALiX/mbc",18,3.60881992650061
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","18/1975","31/12275",1.20413080811818e-07,8.18752150897339e-07,3.99085061777004e-07,"sdt/yrt/scaf/Csk/ft/Rho1/fz/dlg1/scrib/aPKC/Dg/Cont/fj/DCTN1-p150/Moe/trol/baz/Vps4",18,3.60881992650061
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","18/1975","31/12275",1.20413080811818e-07,8.18752150897339e-07,3.99085061777004e-07,"Pvf1/Pvr/PEK/Alg-2/Mnn1/hep/Cka/slpr/Rac1/Crk/rdx/grnd/ben/Mekk1/hppy/Cdc42/ALiX/mbc",18,3.60881992650061
"GO:0051272","GO:0051272","positive regulation of cellular component movement","41/1975","71/12275",1.3023921688062e-15,2.8883050943602e-14,1.40784902457998e-14,"puc/kay/spri/Pvf1/Rheb/Pvr/Pvf3/ena/S6k/Gli/slbo/kuz/fz/hep/ttk/raptor/tsl/pk/Cbl/Vang/Wnt5/Bug22/aop/peb/shg/Catsup/Pvf2/mmy/Rac1/Diap1/bsk/Fhos/Hrs/Rab35/Sema1a/Egfr/kis/Tie/unc-5/sli/mbc",41,3.58905330718488
"GO:0009913","GO:0009913","epidermal cell differentiation","30/1975","52/12275",9.02598735379224e-12,1.14131234828873e-10,5.56310854908248e-11,"ovo/fry/Gli/ft/Rho1/Nost/sqh/fz/sn/fw/pk/ck/Rok/par-1/dco/Mbs/scrib/ATP6AP2/cora/Rac1/fj/vri/daw/spen/mwh/flr/LIMK1/dgo/Cdc42/Galphao",30,3.5856864654333
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","15/1975","26/12275",1.5623358542155e-06,8.59582875515895e-06,4.18987216829589e-06,"Csk/Ptp61F/kek1/aos/Src64B/FER/smal/Src42A/ASPP/Abl/Cbl/Btk29A/Ptpmeg2/Tie/pcs",15,3.5856864654333
"GO:0060856","GO:0060856","establishment of blood-brain barrier","12/1975","21/12275",2.05292916770981e-05,9.14775083540553e-05,4.45889602032473e-05,"moody/mask/pasi1/cold/Cont/kune/pck/cora/Nrx-IV/pasi2/loco/Galphao",12,3.55153707052441
"GO:0002251","GO:0002251","organ or tissue specific immune response","8/1975","14/12275",0.000532480165601208,0.00172487676115537,0.000840758156212434,"Mkp3/bbg/norpA/Cad99C/ci/Tollo/Mekk1/Duox",8,3.55153707052441
"GO:0002385","GO:0002385","mucosal immune response","8/1975","14/12275",0.000532480165601208,0.00172487676115537,0.000840758156212434,"Mkp3/bbg/norpA/Cad99C/ci/Tollo/Mekk1/Duox",8,3.55153707052441
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","8/1975","14/12275",0.000532480165601208,0.00172487676115537,0.000840758156212434,"arm/Timp/aos/par-1/dlg1/aop/rk/baz",8,3.55153707052441
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","8/1975","14/12275",0.000532480165601208,0.00172487676115537,0.000840758156212434,"EcR/Oatp74D/pzg/G9a/Pa1/Iswi/DOR/E(bx)",8,3.55153707052441
"GO:0030334","GO:0030334","regulation of cell migration","42/1975","74/12275",1.37342979423085e-15,3.00262586774074e-14,1.46357249700929e-14,"puc/kay/scb/spri/Pvf1/Pvr/Pvf3/ena/Arl1/Gli/PlexA/PlexB/slbo/kuz/Rho1/Rab1/hep/ttk/Cbl/Sin3A/aop/peb/shg/Catsup/Pvf2/Rac1/Diap1/bsk/Fhos/Pu/Hrs/ple/bnl/Rap2l/Sema1a/Egfr/kis/Tie/CG44774/unc-5/sli/mbc",42,3.52754019842627
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","26/1975","46/12275",4.1397539849628e-10,4.03206443873235e-09,1.96535262088383e-09,"ImpL2/ed/tutl/Cad88C/ft/fz/Fas2/Cad86C/fw/kirre/hbs/CG13506/caps/Cad99C/Fas1/Cad87A/peb/Cont/Cals/shg/Lac/Bsg/sdk/kug/CadN/Cad96Ca",26,3.51293340671436
"GO:0001736","GO:0001736","establishment of planar polarity","61/1975","108/12275",6.93696485892197e-22,2.49990871103401e-20,1.21853264298169e-20,"puc/kay/ed/Jra/nmo/Frl/Dl/ec/sty/msn/ft/Rho1/sqh/fz/grh/jbug/nej/aos/hep/fw/otk2/pk/hbs/sca/Rok/par-1/otk/fwd/d/Rala/bdg/dco/Vang/scrib/aop/Ras85D/peb/ATP6AP2/shg/Rac1/Dlish/bsk/kug/chas/fj/rdx/lola/CadN/Akap200/CG11438/spen/mwh/Egfr/flr/baz/Pcyt1/LIMK1/dgo/S/Cdc42/Galphao",61,3.51043131739334
"GO:0007164","GO:0007164","establishment of tissue polarity","61/1975","108/12275",6.93696485892197e-22,2.49990871103401e-20,1.21853264298169e-20,"puc/kay/ed/Jra/nmo/Frl/Dl/ec/sty/msn/ft/Rho1/sqh/fz/grh/jbug/nej/aos/hep/fw/otk2/pk/hbs/sca/Rok/par-1/otk/fwd/d/Rala/bdg/dco/Vang/scrib/aop/Ras85D/peb/ATP6AP2/shg/Rac1/Dlish/bsk/kug/chas/fj/rdx/lola/CadN/Akap200/CG11438/spen/mwh/Egfr/flr/baz/Pcyt1/LIMK1/dgo/S/Cdc42/Galphao",61,3.51043131739334
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","67/1975","119/12275",8.36273559642523e-24,3.97147673208936e-22,1.93582030317078e-22,"puc/kay/ed/Jra/nmo/Frl/sdt/yrt/Dl/ec/sty/msn/ft/Rho1/sqh/fz/grh/jbug/nej/aos/hep/fw/otk2/pk/hbs/sca/Rok/par-1/otk/fwd/d/dlg1/Rala/bdg/dco/Vang/scrib/aPKC/aop/Ras85D/peb/ATP6AP2/shg/Rac1/Dlish/bsk/kug/chas/fj/DCTN1-p150/rdx/lola/CadN/Akap200/CG11438/spen/mwh/Egfr/flr/baz/Pcyt1/LIMK1/dgo/shi/S/Cdc42/Galphao",67,3.49930858419317
"GO:0007392","GO:0007392","initiation of dorsal closure","9/1975","16/12275",0.000275244228540912,0.00095261597945192,0.000464334422318971,"scaf/raw/Rho1/Rab11/FER/slpr/peb/Rac1/Dok",9,3.49604430379747
"GO:0043063","GO:0043063","intercellular bridge organization","9/1975","16/12275",0.000275244228540912,0.00095261597945192,0.000464334422318971,"cindr/Src64B/Pen/fwd/Mbs/rngo/Btk29A/pcs/cher",9,3.49604430379747
"GO:0001737","GO:0001737","establishment of imaginal disc-derived wing hair orientation","14/1975","25/12275",5.68497300011178e-06,2.82095992415185e-05,1.37502291061676e-05,"ft/fz/pk/Rok/par-1/dco/scrib/ATP6AP2/Rac1/fj/mwh/LIMK1/dgo/Galphao",14,3.48050632911392
"GO:0007448","GO:0007448","anterior/posterior pattern specification, imaginal disc","14/1975","25/12275",5.68497300011178e-06,2.82095992415185e-05,1.37502291061676e-05,"dally/Abd-B/Dl/Sulf1/shn/Ser/fng/sax/bi/Pka-C1/tkv/ci/inv/Dad",14,3.48050632911392
"GO:0007485","GO:0007485","imaginal disc-derived male genitalia development","14/1975","25/12275",5.68497300011178e-06,2.82095992415185e-05,1.37502291061676e-05,"rpr/puc/Pvr/scaf/Myo31DF/Fas2/Dr/hep/otk2/otk/slpr/bsk/Btk29A/Myo61F",14,3.48050632911392
"GO:0031060","GO:0031060","regulation of histone methylation","14/1975","25/12275",5.68497300011178e-06,2.82095992415185e-05,1.37502291061676e-05,"Su(var)205/FRG1/Ncoa6/Jarid2/Su(z)2/CoRest/Kdm2/Pcl/G9a/CG9915/ash1/ash2/HDAC1/Ctr9",14,3.48050632911392
"GO:0050772","GO:0050772","positive regulation of axonogenesis","14/1975","25/12275",5.68497300011178e-06,2.82095992415185e-05,1.37502291061676e-05,"Rheb/S6k/PlexA/PlexB/fz/raptor/pk/Vang/Wnt5/mmy/Rac1/DCTN1-p150/spict/shot",14,3.48050632911392
"GO:0045216","GO:0045216","cell-cell junction organization","47/1975","84/12275",6.04037806073579e-17,1.51429651731316e-15,7.38114847696319e-16,"arm/cindr/sdt/Magi/moody/Gli/Csk/pasi1/Rho1/Nost/CG44325/Mmp1/Rab11/kirre/Src64B/jar/Src42A/dlg1/kst/scrib/aPKC/crok/bark/cold/wol/p120ctn/Cont/shg/Lac/kune/pck/cora/Rac1/CG9628/bou/Tsf2/Nrx-IV/pasi2/loco/crim/crb/baz/vari/shi/Pak/Galphao/Mcr",47,3.47754671488849
"GO:0048806","GO:0048806","genitalia development","19/1975","34/12275",1.24007028502833e-07,8.37265253334119e-07,4.0810891914528e-07,"rpr/puc/Pvr/scaf/Abd-B/Myo31DF/ken/Fas2/Dr/salr/hep/otk2/salm/SRm160/otk/slpr/bsk/Btk29A/Myo61F",19,3.47319434102755
"GO:1905879","GO:1905879","regulation of oogenesis","39/1975","70/12275",3.29022646359159e-14,5.78397737471618e-13,2.81928904293631e-13,"puc/kay/spri/Syx1A/spin/Pvf1/Pvr/Gli/tsu/Rop/slbo/cnc/kuz/stau/Rab11/hep/ttk/enc/E2f1/par-1/dlg1/Cbl/aop/mago/peb/Pka-C1/shg/Catsup/Rac1/Diap1/bsk/Khc/Hrs/Egfr/kis/didum/Tie/mdy/mbc",39,3.4627486437613
"GO:1903034","GO:1903034","regulation of response to wounding","15/1975","27/12275",2.99236264225716e-06,1.5713991798957e-05,7.65948447399734e-06,"Rho1/grh/Rok/Akt1/Rac1/CG5044/Archease/Csp/holn1/Imp/Egfr/spict/dia/Cdc42/Cad96Ca",15,3.45288326300985
"GO:0007162","GO:0007162","negative regulation of cell adhesion","10/1975","18/12275",0.000142635303734775,0.000533356135755327,0.000259974237812717,"arm/Timp/PlexA/PlexB/aos/par-1/dlg1/aop/rk/baz",10,3.45288326300985
"GO:0034333","GO:0034333","adherens junction assembly","10/1975","18/12275",0.000142635303734775,0.000533356135755327,0.000259974237812717,"arm/cindr/sdt/kirre/kst/scrib/aPKC/shg/crb/baz",10,3.45288326300985
"GO:0035332","GO:0035332","positive regulation of hippo signaling","10/1975","18/12275",0.000142635303734775,0.000533356135755327,0.000259974237812717,"ed/Fbxl7/Csk/ft/Tao/dco/kibra/ex/crb/hppy",10,3.45288326300985
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","16/1975","29/12275",1.57551629166318e-06,8.65183517879038e-06,4.21717142730897e-06,"RhoL/arm/wech/Timp/Ten-m/Ten-a/mbt/aos/par-1/dlg1/aop/peb/rk/tkv/baz/sli",16,3.42907027498909
"GO:2000145","GO:2000145","regulation of cell motility","43/1975","78/12275",2.65923002056454e-15,5.43727670162239e-14,2.6502964370688e-14,"puc/kay/scb/spri/Pvf1/Pvr/Pvf3/ena/Arl1/Gli/PlexA/PlexB/slbo/kuz/Rho1/Rab1/hep/ttk/Cbl/Sin3A/Bug22/aop/peb/shg/Catsup/Pvf2/Rac1/Diap1/bsk/Fhos/Pu/Hrs/ple/bnl/Rap2l/Sema1a/Egfr/kis/Tie/CG44774/unc-5/sli/mbc",43,3.42632262252515
"GO:0035151","GO:0035151","regulation of tube size, open tracheal system","27/1975","49/12275",4.17284221235755e-10,4.03701479806269e-09,1.96776557876981e-09,"Gasp/Gli/pasi1/ft/Rho1/sqh/fz/Fas2/grh/Mmp1/obst-A/wus/ttk/crok/bark/cold/Lac/kune/pck/mmy/cora/Nrx-IV/fj/pasi2/crim/vari/Mcr",27,3.42469646086283
"GO:0043902","GO:0043902","positive regulation of multi-organism process","27/1975","49/12275",4.17284221235755e-10,4.03701479806269e-09,1.96776557876981e-09,"puc/kay/spri/Pvf1/Rel/Pvr/Gli/slbo/kuz/hep/ttk/E2f1/Cbl/aop/peb/shg/Catsup/Rac1/Diap1/bsk/Hrs/PGRP-LC/Egfr/kis/didum/Tie/mbc",27,3.42469646086283
"GO:0046661","GO:0046661","male sex differentiation","17/1975","31/12275",8.29790935440359e-07,4.78457453374911e-06,2.33214926065869e-06,"rpr/puc/Pvr/scaf/Abd-B/Myo31DF/ken/Fas2/salr/hep/otk2/salm/otk/slpr/PI31/bsk/Myo61F",17,3.40832993058391
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","58/1975","106/12275",5.90079561554888e-20,1.75381378965231e-18,8.54862956783261e-19,"kay/scb/spri/arm/Frl/scaf/raw/Spn88Ea/Timp/CG15019/rut/kuz/Rho1/hdc/sqh/fz/Mmp1/dnc/Rab11/hep/ttk/otk2/bif/FER/pk/arr/wnd/Rok/otk/SCAR/Mbs/Abl/Vang/Wnt5/mle/slpr/trio/pan/Pka-C1/shg/Rac1/tkv/btl/alphaSnap/Zyx/bsk/DCTN1-p150/CadN/Tollo/Sema1a/spict/baz/vari/Dok/Dad/18w/shot/Cdc42",58,3.40076427036064
"GO:0035150","GO:0035150","regulation of tube size","29/1975","53/12275",1.17737333967723e-10,1.22447629309006e-09,5.96847527712447e-10,"Gasp/raw/EcR/Gli/pasi1/ft/Rho1/sqh/fz/Fas2/grh/Mmp1/obst-A/wus/ttk/crok/bark/cold/Lac/kune/pck/mmy/cora/Nrx-IV/fj/pasi2/crim/vari/Mcr",29,3.40076427036064
"GO:0003382","GO:0003382","epithelial cell morphogenesis","18/1975","33/12275",4.37175287892932e-07,2.64784948528429e-06,1.29064354121421e-06,"colt/sgg/ena/RhoGAP71E/sqh/grh/Gprk2/tsl/fog/tyn/Rok/Abl/aPKC/CG41099/dyl/Rab35/crb/dia",18,3.39010356731876
"GO:0007390","GO:0007390","germ-band shortening","12/1975","22/12275",3.85539843913651e-05,0.000162027896501903,7.89773962904287e-05,"yrt/scaf/ena/raw/EcR/Pi3K92E/InR/Orct2/peb/Rac1/rhea/Egfr",12,3.39010356731876
"GO:0007483","GO:0007483","genital disc morphogenesis","12/1975","22/12275",3.85539843913651e-05,0.000162027896501903,7.89773962904287e-05,"rpr/puc/Pvr/scaf/Myo31DF/Fas2/hep/otk2/otk/slpr/bsk/Myo61F",12,3.39010356731876
"GO:0031345","GO:0031345","negative regulation of cell projection organization","12/1975","22/12275",3.85539843913651e-05,0.000162027896501903,7.89773962904287e-05,"sgg/bif/Fmr1/Abl/Rac1/btl/cpb/HDAC1/CadN/Sema1a/baz/Kr-h1",12,3.39010356731876
"GO:0007301","GO:0007301","female germline ring canal formation","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"Src64B/Pen/rngo/Btk29A/pcs/cher",6,3.39010356731876
"GO:0007509","GO:0007509","mesoderm migration involved in gastrulation","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"fog/pyr/mthl1/sgl/wol/sli",6,3.39010356731876
"GO:0042766","GO:0042766","nucleosome mobilization","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"Mi-2/Chrac-16/Iswi/Acf/E(bx)/Caf1-55",6,3.39010356731876
"GO:0048581","GO:0048581","negative regulation of post-embryonic development","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"lwr/neur/sty/Ser/CSN5/cher",6,3.39010356731876
"GO:0110118","GO:0110118","negative regulation of compound eye photoreceptor cell differentiation","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"ed/cdi/ttk/aop/alph/Kr-h1",6,3.39010356731876
"GO:1900425","GO:1900425","negative regulation of defense response to bacterium","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"scny/puf/Usp2/Pli/TM9SF2/TM9SF4",6,3.39010356731876
"GO:2000274","GO:2000274","regulation of epithelial cell migration, open tracheal system","6/1975","11/12275",0.00382041330379903,0.0101140969282393,0.00492992292356262,"Catsup/Pu/Hrs/ple/bnl/sli",6,3.39010356731876
"GO:0035330","GO:0035330","regulation of hippo signaling","20/1975","37/12275",1.21461881076423e-07,8.22006110665086e-07,4.00671142172039e-07,"ed/Fbxl7/Csk/ft/Tao/par-1/Cka/d/dco/Mob4/mnb/kibra/Dlish/Zyx/Pp2A-29B/ex/Herc4/crb/Hipk/hppy",20,3.35956209373931
"GO:0035152","GO:0035152","regulation of tube architecture, open tracheal system","48/1975","89/12275",2.07871138760791e-16,4.95283052105256e-15,2.41416242057987e-15,"CCT3/Blimp-1/Mkp3/Gasp/ich/Gli/pasi1/ft/Rho1/sqh/fz/Fas2/grh/Mmp1/obst-A/wus/ttk/rho/mew/cv-c/Rbcn-3B/crok/bark/peb/cold/shg/Lac/kune/pck/mmy/cora/bou/Nrx-IV/fj/DCTN1-p150/Dlic/Mtp/Membrin/pasi2/rhea/Moe/Rab35/crim/Egfr/vari/shi/shot/Mcr",48,3.35201251600057
"GO:0007436","GO:0007436","larval salivary gland morphogenesis","7/1975","13/12275",0.00192807326329258,0.00555308213593656,0.00270674357904789,"Pi3K92E/rho/Ser/trn/caps/egl/AdamTS-A",7,3.34664070107108
"GO:0042478","GO:0042478","regulation of eye photoreceptor cell development","7/1975","13/12275",0.00192807326329258,0.00555308213593656,0.00270674357904789,"neur/sty/mbt/Mbs/Nct/csw/Kr-h1",7,3.34664070107108
"GO:0045116","GO:0045116","protein neddylation","7/1975","13/12275",0.00192807326329258,0.00555308213593656,0.00270674357904789,"Roc1a/SCCRO/UbcE2M/Diap1/SCCRO4/Nedd8/Roc2",7,3.34664070107108
"GO:0014902","GO:0014902","myotube differentiation","30/1975","56/12275",1.14009503452689e-10,1.19090361758733e-09,5.80483169753396e-10,"Thor/Vrp1/Pak3/Arp3/ens/Arf51F/S6k/Gapdh1/Rho1/InR/kirre/PyK/foxo/hbs/Rok/SCAR/Akt1/Ldh/Rac1/Pglym78/Khc/Crk/Mef2/Tpi/siz/Six4/mib2/blow/Hem/mbc",30,3.32956600361664
"GO:0007430","GO:0007430","terminal branching, open tracheal system","15/1975","28/12275",5.48713177929094e-06,2.75120015994709e-05,1.34101984903495e-05,"CCT3/Vha100-1/Rheb/TSG101/noc/hdc/Lam/aPKC/Ras85D/VhaPPA1-1/Vha26/btl/Zyx/rhea/bnl",15,3.32956600361664
"GO:0007484","GO:0007484","imaginal disc-derived genitalia development","15/1975","28/12275",5.48713177929094e-06,2.75120015994709e-05,1.34101984903495e-05,"rpr/puc/Pvr/scaf/Abd-B/Myo31DF/Fas2/Dr/hep/otk2/otk/slpr/bsk/Btk29A/Myo61F",15,3.32956600361664
"GO:0046622","GO:0046622","positive regulation of organ growth","15/1975","28/12275",5.48713177929094e-06,2.75120015994709e-05,1.34101984903495e-05,"Myc/Pdk1/S6k/Pi3K92E/InR/d/Desat1/Akt1/babo/Zyx/Egfr/kis/bchs/Hipk/Wbp2",15,3.32956600361664
"GO:0010976","GO:0010976","positive regulation of neuron projection development","23/1975","43/12275",1.78247924903652e-08,1.42351459140507e-07,6.9386493584014e-08,"Prosap/Rheb/S6k/PlexA/PlexB/Rop/Rab1/fz/raptor/mas/pk/G9a/Vang/Wnt5/Akt1/lva/mmy/Rac1/Archease/DCTN1-p150/Imp/spict/shot",23,3.32440388578157
"GO:0043900","GO:0043900","regulation of multi-organism process","47/1975","88/12275",7.11425509073496e-16,1.61499192335346e-14,7.87196895659442e-15,"puc/kay/spri/Syx1A/spin/Pvf1/Rel/Pvr/scny/Gli/tsu/Rop/slbo/cnc/kuz/stau/Rab11/hep/ttk/puf/enc/E2f1/par-1/dlg1/Usp2/Cbl/aop/mago/peb/Pka-C1/shg/Catsup/TM9SF2/Rac1/CaMKII/Diap1/TM9SF4/bsk/Khc/Hrs/PGRP-LC/Egfr/kis/didum/Tie/mdy/mbc",47,3.31947640966628
"GO:0016318","GO:0016318","ommatidial rotation","16/1975","30/12275",2.87236088416429e-06,1.51666967564939e-05,7.3927159829561e-06,"ed/nmo/Frl/ec/sty/fz/aos/sca/Vang/Ras85D/peb/shg/CadN/Egfr/S/Cdc42",16,3.31476793248945
"GO:0110111","GO:0110111","negative regulation of animal organ morphogenesis","16/1975","30/12275",2.87236088416429e-06,1.51666967564939e-05,7.3927159829561e-06,"ed/Abd-B/chn/sty/shn/cdi/ttk/norpA/aop/Ras85D/tkv/Diap1/alph/Egfr/Med/Kr-h1",16,3.31476793248945
"GO:0002921","GO:0002921","negative regulation of humoral immune response","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"Jra/Pvr/scny/cact/puf/Usp2/Pvf2/Dark",8,3.31476793248945
"GO:0012502","GO:0012502","induction of programmed cell death","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"rpr/hid/bel/EcR/kto/l(3)psg2/BRWD3/Pak",8,3.31476793248945
"GO:0030725","GO:0030725","germline ring canal formation","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"Src64B/Pen/fwd/Mbs/rngo/Btk29A/pcs/cher",8,3.31476793248945
"GO:0031102","GO:0031102","neuron projection regeneration","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"kay/wnd/Akt1/Pka-C1/bsk/Archease/Imp/spict",8,3.31476793248945
"GO:0031103","GO:0031103","axon regeneration","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"kay/wnd/Akt1/Pka-C1/bsk/Archease/Imp/spict",8,3.31476793248945
"GO:0035072","GO:0035072","ecdysone-mediated induction of salivary gland cell autophagic cell death","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"rpr/hid/bel/EcR/kto/l(3)psg2/BRWD3/Pak",8,3.31476793248945
"GO:0035078","GO:0035078","induction of programmed cell death by ecdysone","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"rpr/hid/bel/EcR/kto/l(3)psg2/BRWD3/Pak",8,3.31476793248945
"GO:0035081","GO:0035081","induction of programmed cell death by hormones","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"rpr/hid/bel/EcR/kto/l(3)psg2/BRWD3/Pak",8,3.31476793248945
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"EcR/Oatp74D/pzg/G9a/Pa1/Iswi/DOR/E(bx)",8,3.31476793248945
"GO:0048545","GO:0048545","response to steroid hormone","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"EcR/Oatp74D/pzg/G9a/Pa1/Iswi/DOR/E(bx)",8,3.31476793248945
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","8/1975","15/12275",0.000980490477363154,0.00296927946033401,0.00144731842910196,"EcR/Oatp74D/pzg/G9a/Pa1/Iswi/DOR/E(bx)",8,3.31476793248945
"GO:0031396","GO:0031396","regulation of protein ubiquitination","17/1975","32/12275",1.50518694119042e-06,8.32908627917847e-06,4.05985365489284e-06,"rpr/Atg8a/dod/Kdm2/CG6966/SCCRO/Diap1/SCCRO4/ctrip/Hrs/Fem-1/Nedd8/hyd/ben/bchs/car/fzr",17,3.30181962025316
"GO:0046620","GO:0046620","regulation of organ growth","35/1975","66/12275",4.73112962352385e-12,6.25681041496296e-11,3.04976245649654e-11,"hid/Myc/Pdk1/Fbxl7/TSG101/dally/S6k/Pi3K92E/Csk/Ubx/ft/InR/Tao/wts/foxo/d/dlg1/Fmr1/ago/Desat1/Akt1/scrib/babo/Syx7/tkv/kibra/Zyx/ex/Egfr/crb/kis/bchs/usp/Hipk/Wbp2",35,3.29593402378213
