"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032270","GO:0032270","positive regulation of cellular protein metabolic process","18/284","271/12275",5.96856418773573e-05,0.00131639999029505,0.000922160618947239,"SkpA/Su(var)205/Pomp/Roc1a/Rho1/Dp1/Rheb/Ras85D/Pka-C1/dod/Alg-2/sina/mav/mmy/Gadd45/hid/stv/rpr",18
"GO:0001745","GO:0001745","compound eye morphogenesis","20/284","323/12275",6.26351269689112e-05,0.00136627172564054,0.000957096619154792,"Rho1/aop/ed/Ras85D/Arf51F/shg/peb/Rab6/AP-1sigma/p120ctn/Rip11/Rab11/capt/sina/hid/kay/bun/rho/arm/mbl",20
"GO:0048812","GO:0048812","neuron projection morphogenesis","25/284","459/12275",6.41339106967007e-05,0.00138375883405381,0.000969346636502765,"Rho1/Rab1/Dg/robl/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/p120ctn/Bsg/ImpL2/CG15019/grn/capt/mmy/cv-c/hid/kay/rho",25
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis","25/284","460/12275",6.64216713042244e-05,0.00141770986600952,0.000993129912766049,"Rho1/Rab1/Dg/robl/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/p120ctn/Bsg/ImpL2/CG15019/grn/capt/mmy/cv-c/hid/kay/rho",25
"GO:0048858","GO:0048858","cell projection morphogenesis","25/284","462/12275",7.12182893112563e-05,0.00150391813066855,0.00105352027077458,"Rho1/Rab1/Dg/robl/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/p120ctn/Bsg/ImpL2/CG15019/grn/capt/mmy/cv-c/hid/kay/rho",25
"GO:0140352","GO:0140352","export from cell","16/284","229/12275",8.48935882528222e-05,0.00177382918612476,0.00124259756323521,"CHOp24/Syb/Rab1/Arf102F/p24-1/Snx3/Arl1/CanB2/Arf51F/Rab6/Rip11/Rab11/lqf/jagn/sel/puc",16
"GO:0060856","GO:0060856","establishment of blood-brain barrier","5/284","21/12275",9.60664749709343e-05,0.00196228095373642,0.00137461123684784,"pasi1/cold/Cont/pck/kune",5
"GO:0061564","GO:0061564","axon development","21/284","360/12275",9.65443312211011e-05,0.00196228095373642,0.00137461123684784,"Rho1/Dg/Arp3/Rheb/Pp1-87B/PlexA/vvl/shg/Pka-C1/peb/Rab6/Cont/CkIIalpha/AP-1sigma/Bsg/ImpL2/grn/capt/mmy/kay/rho",21
"GO:0032990","GO:0032990","cell part morphogenesis","25/284","471/12275",9.68783543910171e-05,0.00196228095373642,0.00137461123684784,"Rho1/Rab1/Dg/robl/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/p120ctn/Bsg/ImpL2/CG15019/grn/capt/mmy/cv-c/hid/kay/rho",25
"GO:0009798","GO:0009798","axis specification","15/284","208/12275",9.91177896513764e-05,0.00198736174199982,0.00139218075629419,"Dg/TBCB/mago/Ras85D/shg/Pka-C1/Rab6/CkIIalpha/Rab11/cni/Parp/sel/glo/gus/capt",15
"GO:0060249","GO:0060249","anatomical structure homeostasis","13/284","164/12275",0.000112041630044949,0.00222402635639224,0.0015579683504145,"Su(var)205/Fkbp14/Dg/fwe/cold/shg/peb/Lac/capt/cv-c/rho/Culd/mbl",13
"GO:1903688","GO:1903688","positive regulation of border follicle cell migration","6/284","34/12275",0.000113390494809153,0.00222851616035811,0.00156111353457938,"aop/Catsup/shg/peb/kay/puc",6
"GO:0007155","GO:0007155","cell adhesion","15/284","211/12275",0.000116355858074915,0.00226437625763437,0.0015862341436219,"aop/ed/Arpc4/PlexA/shg/peb/Cont/Lac/p120ctn/Bsg/Cals/ImpL2/rk/rho/arm",15
"GO:0030335","GO:0030335","positive regulation of cell migration","7/284","49/12275",0.000123160904462856,0.00237353781901717,0.00166270367701004,"aop/Catsup/shg/peb/Pvf2/kay/puc",7
"GO:0032880","GO:0032880","regulation of protein localization","10/284","103/12275",0.000132889670089126,0.00251345669520067,0.00176071923338729,"Rab1/CG30423/Snx3/Arl1/peb/Nipped-B/Rab11/Parp/sel/rho",10
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","6/284","35/12275",0.000134219853748751,0.00251345669520067,0.00176071923338729,"aop/Catsup/shg/peb/kay/puc",6
"GO:1903684","GO:1903684","regulation of border follicle cell migration","6/284","35/12275",0.000134219853748751,0.00251345669520067,0.00176071923338729,"aop/Catsup/shg/peb/kay/puc",6
"GO:0022610","GO:0022610","biological adhesion","15/284","214/12275",0.000136150445288745,0.00252578162521645,0.00176935305682669,"aop/ed/Arpc4/PlexA/shg/peb/Cont/Lac/p120ctn/Bsg/Cals/ImpL2/rk/rho/arm",15
"GO:0030952","GO:0030952","establishment or maintenance of cytoskeleton polarity","7/284","50/12275",0.000140413550042365,0.00258074904476013,0.00180785867062343,"Rho1/Eb1/mago/Pka-C1/Rab6/Rab11/capt",7
"GO:0050767","GO:0050767","regulation of neurogenesis","17/284","265/12275",0.00014591958434148,0.00264812072798403,0.00185505368244301,"E(spl)mbeta-HLH/Roc1a/Rho1/aop/ed/Rab1/Rheb/Ras85D/PlexA/vvl/E(spl)m3-HLH/sina/mav/mmy/cv-c/E(spl)m7-HLH/bun",17
"GO:0048592","GO:0048592","eye morphogenesis","20/284","344/12275",0.000148081310229838,0.00264812072798403,0.00185505368244301,"Rho1/aop/ed/Ras85D/Arf51F/shg/peb/Rab6/AP-1sigma/p120ctn/Rip11/Rab11/capt/sina/hid/kay/bun/rho/arm/mbl",20
"GO:0090596","GO:0090596","sensory organ morphogenesis","20/284","344/12275",0.000148081310229838,0.00264812072798403,0.00185505368244301,"Rho1/aop/ed/Ras85D/Arf51F/shg/peb/Rab6/AP-1sigma/p120ctn/Rip11/Rab11/capt/sina/hid/kay/bun/rho/arm/mbl",20
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","6/284","36/12275",0.000157968839879583,0.00279971559965153,0.00196124847256512,"SkpA/Pomp/Roc1a/Pka-C1/sina/rpr",6
"GO:0045217","GO:0045217","cell-cell junction maintenance","4/284","13/12275",0.000170094771394858,0.00298794797538754,0.00209310845843136,"Rho1/bark/p120ctn/Rab11",4
"GO:0016477","GO:0016477","cell migration","19/284","321/12275",0.000172187676866447,0.00299818016298155,0.00210027628015306,"Ostgamma/Rho1/aop/Rab1/lwr/Ras85D/Arl1/PlexA/Catsup/shg/peb/Rab11/wol/Pvf2/gus/rk/kay/bun/puc",19
"GO:0009894","GO:0009894","regulation of catabolic process","15/284","219/12275",0.000175680239746337,0.00303239370344764,0.00212424344809987,"SkpA/Pomp/Roc1a/Dg/Rheb/Atg8a/Ras85D/Pka-C1/mbf1/CkIIalpha/Rad23/gus/sina/hid/rpr",15
"GO:0046903","GO:0046903","secretion","16/284","244/12275",0.000177643283660588,0.00303984412126092,0.00212946259270088,"CHOp24/Syb/Rab1/Arf102F/p24-1/Snx3/Arl1/CanB2/Arf51F/Rab6/Rip11/Rab11/lqf/jagn/sel/puc",16
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","6/284","37/12275",0.000184921860055676,0.0031373495060728,0.0021977667758304,"aop/Catsup/shg/peb/kay/puc",6
"GO:0072594","GO:0072594","establishment of protein localization to organelle","13/284","173/12275",0.000191432171390705,0.00322027847636059,0.00225585993226692,"Sec13/Spase12/Lamp1/Tom7/Srp9/Tim17b/Srp54k/Tom20/Nipped-B/CG34132/Sec63/Kap-alpha3/Vsp37A",13
"GO:2000147","GO:2000147","positive regulation of cell motility","7/284","53/12275",0.000204246750598606,0.00340697310872465,0.00238664270270463,"aop/Catsup/shg/peb/Pvf2/kay/puc",7
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","6/284","38/12275",0.000215378354397902,0.0035627169456653,0.00249574391368095,"SkpA/Pomp/Roc1a/Pka-C1/sina/rpr",6
"GO:2000241","GO:2000241","regulation of reproductive process","10/284","110/12275",0.000229239059611278,0.00374290792144314,0.00262197076188593,"aop/mago/Catsup/shg/Pka-C1/peb/Rab11/Gadd45/kay/puc",10
"GO:0010669","GO:0010669","epithelial structure maintenance","5/284","25/12275",0.00023250385758265,0.00374290792144314,0.00262197076188593,"shg/peb/Lac/cv-c/rho",5
"GO:0060261","GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","4/284","14/12275",0.000233813895344559,0.00374290792144314,0.00262197076188593,"Sec13/Rpt3/Rpt4/Rpt5",4
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription, initiation","4/284","14/12275",0.000233813895344559,0.00374290792144314,0.00262197076188593,"Sec13/Rpt3/Rpt4/Rpt5",4
"GO:0022603","GO:0022603","regulation of anatomical structure morphogenesis","16/284","251/12275",0.000245146202603299,0.00385880276771893,0.00270315707604757,"Rho1/aop/ed/Rab1/Fis1/Rheb/Arpc4/Ras85D/PlexA/vvl/Rab11/capt/sina/mmy/cv-c/hid",16
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","8/284","72/12275",0.000246785033629998,0.00385880276771893,0.00270315707604757,"ed/shg/peb/Cont/Lac/Bsg/Cals/ImpL2",8
"GO:0016197","GO:0016197","endosomal transport","10/284","111/12275",0.000246885617884284,0.00385880276771893,0.00270315707604757,"Rho1/CG15012/CG30423/fwe/Snx3/Vps29/Rab6/ATP6AP2/Rab11/Vsp37A",10
"GO:0001751","GO:0001751","compound eye photoreceptor cell differentiation","13/284","178/12275",0.000253553119100936,0.00393205422980748,0.00275447097312777,"aop/ed/Ras85D/Rab6/AP-1sigma/Rip11/Rab11/capt/sina/kay/bun/rho/mbl",13
"GO:0035220","GO:0035220","wing disc development","22/284","415/12275",0.000260012345921099,0.00400096516785568,0.00280274425917399,"CHOp24/Rho1/ed/lft/Fkbp14/Dg/Snx3/Ras85D/Arl1/shg/Pka-C1/peb/ATP6AP2/corto/gus/capt/mav/cv-c/kay/Ddc/rho/arm",22
"GO:0051960","GO:0051960","regulation of nervous system development","20/284","360/12275",0.000270393849407753,0.00410630024744094,0.0028765332768763,"E(spl)mbeta-HLH/SkpA/Roc1a/Rho1/aop/ed/Rab1/Arp3/Rheb/Ras85D/PlexA/vvl/E(spl)m3-HLH/Cals/sina/mav/mmy/cv-c/E(spl)m7-HLH/bun",20
"GO:0016049","GO:0016049","cell growth","12/284","156/12275",0.000270995129679981,0.00410630024744094,0.0028765332768763,"Rho1/Rheb/eIF4E1/shg/Pka-C1/Rab11/CG15019/jagn/kay/bun/arm/Pdk1",12
"GO:0048707","GO:0048707","instar larval or pupal morphogenesis","24/284","475/12275",0.000279948611499829,0.00418792682456394,0.00293371408471376,"Rho1/ed/lft/Fkbp14/Dg/bel/Atg8a/Ras85D/shg/Pka-C1/Ubi-p63E/ATP6AP2/corto/gus/mav/cv-c/hid/kay/puc/Trf2/rpr/ImpE2/rho/arm",24
"GO:0007411","GO:0007411","axon guidance","17/284","280/12275",0.000280601646179851,0.00418792682456394,0.00293371408471376,"Rho1/Dg/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/Bsg/ImpL2/grn/capt/mmy",17
"GO:0045664","GO:0045664","regulation of neuron differentiation","13/284","180/12275",0.000282841336133932,0.00418985113601385,0.00293506209766634,"Roc1a/Rho1/aop/ed/Rab1/Rheb/Ras85D/PlexA/vvl/sina/mav/mmy/cv-c",13
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","7/284","56/12275",0.000289673280408132,0.00422795192360399,0.00296175234844538,"SkpA/Pomp/Roc1a/Pka-C1/gus/sina/rpr",7
"GO:1903827","GO:1903827","regulation of cellular protein localization","7/284","56/12275",0.000289673280408132,0.00422795192360399,0.00296175234844538,"CG30423/Arl1/peb/Nipped-B/Rab11/Parp/rho",7
"GO:0051962","GO:0051962","positive regulation of nervous system development","11/284","135/12275",0.00029571853768044,0.00428468100215819,0.00300149203439002,"E(spl)mbeta-HLH/Roc1a/Rab1/Arp3/Rheb/Ras85D/PlexA/E(spl)m3-HLH/Cals/mmy/bun",11
"GO:0009996","GO:0009996","negative regulation of cell fate specification","4/284","15/12275",0.000313058977953714,0.00450305848723277,0.00315446918288983,"aop/ed/lqf/bun",4
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","6/284","41/12275",0.000330986780305624,0.00462682224582157,0.00324116780417886,"aop/Catsup/shg/peb/kay/puc",6
"GO:0030951","GO:0030951","establishment or maintenance of microtubule cytoskeleton polarity","6/284","41/12275",0.000330986780305624,0.00462682224582157,0.00324116780417886,"Eb1/mago/Pka-C1/Rab6/Rab11/capt",6
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","6/284","41/12275",0.000330986780305624,0.00462682224582157,0.00324116780417886,"SkpA/Pomp/Roc1a/Pka-C1/sina/rpr",6
"GO:1905881","GO:1905881","positive regulation of oogenesis","6/284","41/12275",0.000330986780305624,0.00462682224582157,0.00324116780417886,"aop/Catsup/shg/peb/kay/puc",6
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum","5/284","27/12275",0.000340159457155007,0.00472179386330552,0.00330769704013076,"Spase12/Srp9/CG13887/Srp54k/Sec63",5
"GO:0031399","GO:0031399","regulation of protein modification process","18/284","314/12275",0.00037550476815714,0.0050920696673367,0.00356708154874813,"SkpA/Su(var)205/Rho1/Fdh/Atg8a/Nedd8/Ras85D/peb/dod/Alg-2/mav/mmy/Gadd45/kay/stv/kek1/puc/rpr",18
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","10/284","117/12275",0.000378402560685463,0.0050920696673367,0.00356708154874813,"Rho1/Rab1/eIF4E1/Arf51F/Rab11/alphaTub84D/bond/Sep2/cv-c/rho",10
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","6/284","42/12275",0.000378748860665016,0.0050920696673367,0.00356708154874813,"Arf102F/fwe/Arl1/Arf51F/Rab11/lqf",6
"GO:0140238","GO:0140238","presynaptic endocytosis","6/284","42/12275",0.000378748860665016,0.0050920696673367,0.00356708154874813,"Arf102F/fwe/Arl1/Arf51F/Rab11/lqf",6
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","16/284","261/12275",0.000379660609957598,0.0050920696673367,0.00356708154874813,"SkpA/Roc1a/aop/ed/exp/Rheb/Ras85D/Gp150/lqf/ImpL2/Pvf2/sina/mav/kek1/rho/Pdk1",16
"GO:0042330","GO:0042330","taxis","20/284","370/12275",0.00038560998100113,0.00513715310259895,0.00359866326317551,"Rho1/Dg/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/ATP6AP2/Bsg/ImpL2/grn/capt/mmy/Ddc/l(3)L1231",20
"GO:0009968","GO:0009968","negative regulation of signal transduction","18/284","315/12275",0.00039008982694269,0.00516218870987493,0.00361620113257048,"SkpA/Roc1a/Rho1/aop/ed/Gprk1/CG30423/lwr/Rheb/Ras85D/Pka-C1/peb/ImpL2/TM9SF2/cv-c/E(spl)malpha-BFM/kek1/puc",18
"GO:0001763","GO:0001763","morphogenesis of a branching structure","7/284","59/12275",0.000401687492527976,0.00517759527706515,0.0036269936953483,"ed/Rheb/Ras85D/shg/CCT3/VhaPPA1-1/arm",7
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","7/284","59/12275",0.000401687492527976,0.00517759527706515,0.0036269936953483,"ed/Rheb/Ras85D/shg/CCT3/VhaPPA1-1/arm",7
"GO:0060446","GO:0060446","branching involved in open tracheal system development","7/284","59/12275",0.000401687492527976,0.00517759527706515,0.0036269936953483,"ed/Rheb/Ras85D/shg/CCT3/VhaPPA1-1/arm",7
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","7/284","59/12275",0.000401687492527976,0.00517759527706515,0.0036269936953483,"ed/Rheb/Ras85D/shg/CCT3/VhaPPA1-1/arm",7
"GO:0097485","GO:0097485","neuron projection guidance","17/284","289/12275",0.000405100120683675,0.00518189980925096,0.00363000909347502,"Rho1/Dg/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/Bsg/ImpL2/grn/capt/mmy",17
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","13/284","187/12275",0.000409219886657768,0.00518189980925096,0.00363000909347502,"aop/ed/Ras85D/Rab6/AP-1sigma/Rip11/Rab11/capt/sina/kay/bun/rho/mbl",13
"GO:0060857","GO:0060857","establishment of glial blood-brain barrier","4/284","16/12275",0.00040985303277199,0.00518189980925096,0.00363000909347502,"pasi1/Cont/pck/kune",4
"GO:0009886","GO:0009886","post-embryonic animal morphogenesis","24/284","489/12275",0.000427234373290636,0.00536746981634122,0.0037600040447497,"Rho1/ed/lft/Fkbp14/Dg/bel/Atg8a/Ras85D/shg/Pka-C1/Ubi-p63E/ATP6AP2/corto/gus/mav/cv-c/hid/kay/puc/Trf2/rpr/ImpE2/rho/arm",24
"GO:0030162","GO:0030162","regulation of proteolysis","11/284","141/12275",0.000430069621153107,0.00536910816345231,0.00376115173481135,"SkpA/Pomp/Roc1a/Nedd8/Pka-C1/CkIIalpha/Rad23/sel/sina/hid/rpr",11
"GO:0001894","GO:0001894","tissue homeostasis","7/284","60/12275",0.000445887589305126,0.00553179290481672,0.00387511516757942,"cold/shg/peb/Lac/cv-c/rho/Culd",7
"GO:0007409","GO:0007409","axonogenesis","19/284","347/12275",0.000459411973418203,0.00566417867847909,0.00396785365730923,"Rho1/Dg/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/Bsg/ImpL2/grn/capt/mmy/kay/rho",19
"GO:0001708","GO:0001708","cell fate specification","9/284","99/12275",0.000469365137335412,0.00575117159019007,0.00402879367394463,"aop/ed/Ras85D/E(spl)m2-BFM/lqf/E(spl)malpha-BFM/bun/rho/arm",9
"GO:0030855","GO:0030855","epithelial cell differentiation","22/284","434/12275",0.000480773632411184,0.00585482000206258,0.00410140115218066,"Rho1/pasi1/aop/ed/Prosalpha7/colt/bark/Ras85D/Rpt4/Catsup/shg/peb/ATP6AP2/Rab11/cni/Parp/gus/sina/rk/kay/bun/puc",22
"GO:0002064","GO:0002064","epithelial cell development","20/284","377/12275",0.000489852572707923,0.00592900827332456,0.004153371300046,"Rho1/pasi1/aop/ed/Prosalpha7/colt/bark/Ras85D/Rpt4/Catsup/shg/peb/Rab11/cni/Parp/gus/rk/kay/bun/puc",20
"GO:0050769","GO:0050769","positive regulation of neurogenesis","9/284","100/12275",0.000505537177034908,0.00605764532649644,0.00424348374721029,"E(spl)mbeta-HLH/Roc1a/Rab1/Rheb/Ras85D/PlexA/E(spl)m3-HLH/mmy/bun",9
"GO:0048870","GO:0048870","cell motility","20/284","378/12275",0.000506583941661667,0.00605764532649644,0.00424348374721029,"Ostgamma/Rho1/aop/Rab1/lwr/Ras85D/Arl1/PlexA/Catsup/shg/peb/Rab11/alphaTub84D/wol/Pvf2/gus/rk/kay/bun/puc",20
"GO:0022604","GO:0022604","regulation of cell morphogenesis","11/284","144/12275",0.000514445919839965,0.00611482126276845,0.00428353646459877,"Rho1/ed/Rab1/Rheb/Arpc4/PlexA/vvl/Rab11/capt/mmy/cv-c",11
"GO:0048585","GO:0048585","negative regulation of response to stimulus","20/284","379/12275",0.000523809888158492,0.00618906326187265,0.00433554424973288,"SkpA/Roc1a/Rho1/aop/ed/Gprk1/CG30423/lwr/Rheb/Ras85D/Pka-C1/peb/knk/ImpL2/Pvf2/TM9SF2/cv-c/E(spl)malpha-BFM/kek1/puc",20
"GO:0007297","GO:0007297","ovarian follicle cell migration","11/284","145/12275",0.000545476288128242,0.00640692563274888,0.00448816055196143,"Rho1/aop/Ras85D/Catsup/shg/peb/Rab11/rk/kay/bun/puc",11
"GO:0006935","GO:0006935","chemotaxis","17/284","298/12275",0.000574760960199478,0.00671117944703509,0.00470129553203412,"Rho1/Dg/Rheb/Pp1-87B/PlexA/vvl/shg/peb/Rab6/Cont/CkIIalpha/AP-1sigma/Bsg/ImpL2/grn/capt/mmy",17
"GO:0051674","GO:0051674","localization of cell","20/284","384/12275",0.000617790023488452,0.00716866890412928,0.00502177469036446,"Ostgamma/Rho1/aop/Rab1/lwr/Ras85D/Arl1/PlexA/Catsup/shg/peb/Rab11/alphaTub84D/wol/Pvf2/gus/rk/kay/bun/puc",20
"GO:0009719","GO:0009719","response to endogenous stimulus","16/284","273/12275",0.000621164257687776,0.00716866890412928,0.00502177469036446,"SkpA/Roc1a/Sec13/aop/bel/lwr/Rheb/Ras85D/lqf/ImpL2/mav/rk/hid/Trf2/rpr/Pdk1",16
"GO:0010632","GO:0010632","regulation of epithelial cell migration","6/284","46/12275",0.000625955315219415,0.00718220405034993,0.00503125629087221,"aop/Catsup/shg/peb/kay/puc",6
"GO:0031329","GO:0031329","regulation of cellular catabolic process","13/284","196/12275",0.000639624076672244,0.00729686087468049,0.00511157534957069,"SkpA/Pomp/Roc1a/Rheb/Atg8a/Ras85D/Pka-C1/mbf1/CkIIalpha/Rad23/sina/hid/rpr",13
"GO:0007162","GO:0007162","negative regulation of cell adhesion","4/284","18/12275",0.000664389489020298,0.00753607506117309,0.00527914896238083,"aop/PlexA/rk/arm",4
"GO:0012501","GO:0012501","programmed cell death","18/284","331/12275",0.000699895945647955,0.00789371279608631,0.00552968028828318,"SkpA/Su(var)205/bel/Fis1/fwe/Atg8a/Ras85D/Pka-C1/Ubi-p63E/mav/hid/bun/puc/Trf2/rpr/arm/Pdk1/mbl",18
"GO:0009967","GO:0009967","positive regulation of signal transduction","19/284","360/12275",0.000718691472689478,0.00805990154400347,0.00564609833733453,"Sec13/ed/Fkbp14/Gprk1/Rheb/Ras85D/Pp1-87B/Pka-C1/Ssdp/Alg-2/CkIIalpha/ATP6AP2/E(spl)m2-BFM/lqf/ImpL2/CG15611/mav/Gadd45/Pdk1",19
"GO:0000910","GO:0000910","cytokinesis","10/284","127/12275",0.000724842016304442,0.00808321012564223,0.00566242639584961,"Rho1/Rab1/eIF4E1/Arf51F/Rab11/alphaTub84D/bond/Sep2/cv-c/rho",10
"GO:0006605","GO:0006605","protein targeting","10/284","128/12275",0.00077055424724656,0.00851363385283016,0.00596394554929797,"boca/Spase12/Tom7/Srp9/Tim17b/Srp54k/Tom20/CG34132/Sec63/Vsp37A",10
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","5/284","32/12275",0.000772017175571501,0.00851363385283016,0.00596394554929797,"SkpA/Pomp/Roc1a/Pka-C1/sina",5
"GO:0036465","GO:0036465","synaptic vesicle recycling","6/284","48/12275",0.000788997516470516,0.00865281806737003,0.00606144646267841,"Arf102F/fwe/Arl1/Arf51F/Rab11/lqf",6
"GO:0070593","GO:0070593","dendrite self-avoidance","4/284","19/12275",0.000826354617743134,0.00901271382538528,0.00631355957223065,"Rho1/Cont/Bsg/ImpL2",4
"GO:0043902","GO:0043902","positive regulation of multi-organism process","6/284","49/12275",0.000881904950704144,0.00947784792659341,0.00663939393399438,"aop/Catsup/shg/peb/kay/puc",6
"GO:0001736","GO:0001736","establishment of planar polarity","9/284","108/12275",0.000885439835409653,0.00947784792659341,0.00663939393399438,"Rho1/aop/ed/Ras85D/shg/peb/ATP6AP2/kay/puc",9
"GO:0007164","GO:0007164","establishment of tissue polarity","9/284","108/12275",0.000885439835409653,0.00947784792659341,0.00663939393399438,"Rho1/aop/ed/Ras85D/shg/peb/ATP6AP2/kay/puc",9
"GO:0007029","GO:0007029","endoplasmic reticulum organization","5/284","33/12275",0.000892875346233233,0.00947784792659341,0.00663939393399438,"ReepB/Arl1/Bsg/wol/jagn",5
"GO:0016325","GO:0016325","oocyte microtubule cytoskeleton organization","5/284","33/12275",0.000892875346233233,0.00947784792659341,0.00663939393399438,"mago/Pka-C1/Rab6/Rab11/capt",5
"GO:0007298","GO:0007298","border follicle cell migration","10/284","132/12275",0.00097780426926005,0.0103241567791553,0.00723224770264573,"Rho1/aop/Ras85D/Catsup/shg/peb/Rab11/rk/kay/puc",10
"GO:0009725","GO:0009725","response to hormone","11/284","156/12275",0.0010029433380891,0.0104147415105008,0.00729570385012412,"SkpA/Roc1a/Sec13/bel/Rheb/ImpL2/rk/hid/Trf2/rpr/Pdk1",11
"GO:0010454","GO:0010454","negative regulation of cell fate commitment","4/284","20/12275",0.00101429416393535,0.0104147415105008,0.00729570385012412,"aop/ed/lqf/bun",4
"GO:0035099","GO:0035099","hemocyte migration","4/284","20/12275",0.00101429416393535,0.0104147415105008,0.00729570385012412,"Rho1/Ras85D/shg/Pvf2",4
"GO:0009952","GO:0009952","anterior/posterior pattern specification","13/284","206/12275",0.00101553671529183,0.0104147415105008,0.00729570385012412,"E(spl)mbeta-HLH/Dg/mago/Ras85D/shg/Pka-C1/Rab6/E(spl)m3-HLH/Rab11/cni/glo/gus/E(spl)m7-HLH",13
"GO:0010648","GO:0010648","negative regulation of cell communication","18/284","342/12275",0.00101937399754253,0.0104147415105008,0.00729570385012412,"SkpA/Roc1a/Rho1/aop/ed/Gprk1/CG30423/lwr/Rheb/Ras85D/Pka-C1/peb/ImpL2/TM9SF2/cv-c/E(spl)malpha-BFM/kek1/puc",18
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","5/284","34/12275",0.00102726928613394,0.0104147415105008,0.00729570385012412,"Rho1/Dg/Arp3/Pka-C1/Rab11",5
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","5/284","34/12275",0.00102726928613394,0.0104147415105008,0.00729570385012412,"SkpA/Pomp/Roc1a/Pka-C1/sina",5
