Geneid,0h-T5-1,0h-T5-2,0h-T5-3,0h-T5-4,2h-T5-1,2h-T5-2,2h-T5-3,2h-T5-4,C-L3-T5-1,C-L3-T5-2,C-L3-T5-3,C-L3-T5-4
lncRNA:CR45903,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45904,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45905,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45900,0,0,0,0,0,0,0,0,0,0,0,0
ftz,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44931,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45559,0,0,0,0,0,0,11,0,0,0,0,0
lncRNA:CR44932,0,0,0,0,0,1,0,0,0,0,0,0
Antp,0,0,1,0,121,5,212,0,0,0,0,104
lncRNA:CR43252,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45899,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44933,0,0,0,0,0,0,0,0,0,0,0,0
Sodh-1,0,0,0,0,0,0,0,0,0,0,0,0
CG1979,0,0,0,0,0,0,0,0,0,0,0,0
dj,0,0,0,0,0,0,0,0,0,0,0,0
djl,0,0,0,0,0,0,0,0,0,0,0,0
CG1988,0,0,0,0,0,0,0,0,0,0,0,0
CG1105,569,688,1150,260,1167,769,1548,1039,391,477,603,643
CG1965,1,75,392,208,70,54,154,171,214,153,61,462
Ufl1,267,530,1596,484,925,694,627,638,893,372,755,1027
asRNA:CR45908,1,17,51,0,74,10,27,3,0,27,13,45
CG1943,1673,2105,5428,955,5048,3181,3824,4458,2871,1897,2036,811
Ref1,1514,1504,4180,672,4076,3503,2717,2911,3435,2252,2509,1997
Dpck,85,100,204,40,164,55,279,125,52,43,208,112
Tailor,257,442,848,477,860,571,740,493,808,887,816,979
asRNA:CR45907,12,8,11,10,22,9,4,15,38,13,36,23
alphaTub84B,24459,35111,50474,16463,48914,41792,30410,39074,36681,27238,36034,20995
lncRNA:CR43685,131,210,644,35,180,127,212,243,615,237,153,295
e(y)2b,53,8,0,1,23,23,30,78,0,0,96,77
Alh,131,106,140,13,113,73,3,64,19,69,277,3
lncRNA:CR45906,0,0,0,0,0,0,0,0,0,0,0,0
Mlp84B,0,7,0,0,57,0,0,0,0,0,0,0
CG10098,2235,2159,3985,1147,3677,2215,2185,2464,1720,942,2679,2008
CG10068,120,204,228,69,213,196,303,160,592,147,406,449
CR42875,15,99,17,24,143,22,39,160,21,0,31,18
CG31248,24,77,117,32,180,55,111,114,0,69,11,29
tRNA:Gly-TCC-1-1,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Gly-TCC-1-2,0,0,0,0,0,0,0,0,0,0,0,0
CG31493,0,0,0,0,0,0,0,0,0,0,0,0
Fer1,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR42738,0,0,0,0,0,0,0,0,0,0,0,0
CG14610,0,0,0,0,0,0,0,0,0,0,0,0
CG2656,168,308,210,112,189,135,183,355,535,165,601,378
gfzf,151,126,69,14,47,47,128,49,157,366,138,56
Sas-4,0,0,0,25,0,0,60,0,56,6,37,212
MAGE,105,37,1,25,114,44,79,21,137,55,158,0
asRNA:CR45909,0,0,0,0,0,0,0,0,51,0,0,6
sas,86,159,587,22,275,22,50,40,561,585,748,327
CG10055,199,233,745,154,739,256,204,492,22,227,289,119
lap,382,303,881,191,555,392,701,263,277,313,66,96
CG14609,0,0,0,0,5,0,0,0,0,0,0,0
CG1288,0,0,0,0,0,0,0,0,0,0,0,0
CG14606,0,0,72,0,0,0,0,0,0,0,0,0
CG14605,0,0,0,0,0,0,0,0,0,0,0,0
thw,0,0,0,0,0,0,0,0,0,0,0,0
CG14607,0,0,0,0,0,0,0,0,0,0,0,0
CG1234,69,144,472,206,46,159,435,313,770,630,799,345
CG10053,207,93,559,112,156,142,237,215,128,97,168,157
CG1227,346,187,762,121,287,304,638,449,322,49,224,101
CG10050,132,263,85,169,182,295,179,162,120,107,224,222
Obp84a,11,17,0,17,18,10,22,14,0,0,17,0
Gld,156,295,990,60,118,200,150,19,0,28,48,2
lncRNA:CR44338,0,0,0,0,0,0,0,0,0,0,0,0
Syt4,395,615,1517,315,447,106,312,179,2,0,0,0
CR10032,0,0,0,0,0,0,0,0,0,0,0,0
rn,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44333,0,0,0,0,0,0,0,0,0,0,0,0
RacGAP84C,0,0,0,0,0,0,0,0,0,0,0,0
CG42544,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44334,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46130,0,0,0,0,0,0,0,0,0,0,0,0
CG10029,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46299,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46224,0,0,0,0,0,0,0,0,0,0,0,0
CG44335,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:TS14,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44337,0,0,0,0,0,0,0,0,0,0,0,0
CG31496,0,0,0,0,0,0,0,0,16,0,0,0
nxf4,0,0,0,0,0,0,0,0,0,0,0,0
CG43290,0,0,0,0,0,0,0,0,0,0,0,0
CG17944,0,0,0,0,0,0,0,0,0,0,0,0
Mst84Dd,0,0,0,0,0,0,0,0,0,0,0,0
Mst84Dc,0,0,0,0,0,0,0,0,0,0,0,0
Mst84Db,0,0,0,0,0,0,0,0,0,0,0,0
Mst84Da,0,0,0,0,0,0,0,0,0,0,0,0
MstProx,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45560,0,0,0,0,0,0,0,0,0,0,0,0
CG42650,0,0,0,0,0,0,0,0,0,0,0,0
Ir84a,0,0,0,0,0,0,0,0,0,0,0,0
CR46300,0,0,0,0,0,0,0,0,0,0,0,0
wa-cup,0,0,0,0,0,0,0,0,0,0,0,0
CG14598,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Val-CAC-2-1,0,0,0,0,0,0,0,0,0,0,0,0
mir-4950,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Val-CAC-2-2,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44934,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Val-CAC-2-3,0,0,0,0,0,0,0,0,0,0,0,0
CG1142,224,421,1119,148,234,211,502,442,701,471,611,354
scaRNA:MeU5-C46,4,11,25,4,9,0,1,30,7,25,10,5
snRNA:7SK,1,6,57,9,17,13,16,7,35,8,33,12
tRNA:Val-CAC-2-4,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Est10,0,26,71,9,104,123,157,178,0,0,0,0
CG42656,0,0,0,0,0,0,0,0,14,0,0,0
alpha-Est9,0,13,0,0,0,0,0,0,0,38,0,0
Mics1,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Est8,0,0,0,0,4,0,4,0,0,0,0,0
Ubc84D,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Est7,0,0,1,0,49,0,31,113,0,0,0,111
alpha-Est6,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Est4aPsi,0,0,0,0,0,0,0,0,0,0,0,0
Rtnl2,0,0,0,0,0,0,0,0,0,0,0,0
alphaTub84D,685,1476,544,952,1439,1112,807,1239,2675,2053,2733,961
alpha-Est5,2,0,0,0,0,3,0,0,0,0,0,0
alpha-Est4,0,0,0,0,36,0,0,0,0,0,0,0
asRNA:CR46128,0,0,0,0,0,1,0,0,0,0,0,0
alpha-Est3,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Est2,0,0,0,0,1,0,0,0,55,0,8,133
asRNA:CR46129,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Est1,6,9,0,0,46,2,8,151,0,0,0,291
CG45545,0,0,0,0,0,0,0,0,0,0,0,0
Nlg3,0,0,0,0,0,0,0,0,0,0,29,0
lncRNA:CR44332,0,0,0,0,0,0,0,0,0,0,0,0
Nlg1,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44260,0,0,0,0,0,0,0,0,0,0,0,0
CG2616,0,0,0,0,0,0,0,0,0,0,0,0
CG43254,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44935,0,0,0,0,0,0,0,0,0,0,0,0
pyd3,0,0,0,0,0,0,0,0,77,0,0,7
CG10919,0,0,0,0,0,0,0,0,0,0,0,0
Sp7,417,442,422,287,917,705,915,1147,238,89,181,171
CG11286,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46225,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46226,0,0,0,0,0,0,0,0,0,0,0,0
CG18747,0,0,0,0,0,0,0,0,0,0,0,0
CG18745,0,0,0,0,35,0,0,0,0,0,0,0
CG18748,0,0,0,0,2,0,0,0,0,0,0,0
CG18746,0,0,0,0,0,0,0,0,0,0,0,0
CG10086,0,0,0,0,0,0,0,0,0,0,0,0
CG2641,0,15,1,0,17,6,0,59,54,52,136,0
CG18744,0,0,1,0,0,0,0,0,6,2,7,0
CG3014,0,0,0,0,0,2,0,0,0,0,0,0
CG18268,0,0,0,0,0,0,0,0,0,0,0,0
CG2993,0,0,0,0,77,0,0,0,76,0,0,0
sgll,535,585,1689,379,658,519,610,706,888,751,1230,612
CG31473,0,21,12,17,0,2,0,28,37,35,0,28
CG34384,0,8,0,0,0,1,0,0,0,0,0,0
CG17816,0,93,194,65,144,109,195,7,109,69,225,136
lncRNA:CR46127,0,0,0,0,0,0,0,0,0,0,0,0
ArgRS-m,168,72,6,137,174,122,142,265,104,27,306,55
mRpS9,37,47,319,45,204,97,170,101,155,108,296,96
wtrw,1234,1728,1262,357,2016,2386,676,2993,1,0,0,2
EMC1,308,657,1062,170,811,467,488,261,92,781,96,143
Taf7,7,13,32,12,327,92,0,278,71,169,72,9
Prat,319,203,1532,282,515,655,367,677,947,641,1137,430
CG2846,386,417,1707,264,1140,645,780,905,731,311,817,706
CG2678,0,38,0,0,80,1,14,63,0,0,0,0
CG10445,0,0,0,44,3,47,4,1,0,14,92,0
lds,58,247,0,25,197,66,26,3,81,120,386,173
scaRNA:MeU2-C41,0,0,0,0,0,0,0,0,0,0,0,0
dsx,9,0,0,0,16,9,27,0,0,18,21,24
CD98hc,1339,2894,6659,1339,3548,2148,2442,3140,3420,2490,1649,2069
Os-C,0,0,0,0,0,0,0,0,0,0,0,0
Sfp84E,0,0,0,0,0,0,0,0,0,0,0,0
ELOVL,0,11,0,0,64,6,0,0,0,0,0,0
lncRNA:CR46143,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46142,0,0,0,0,0,0,0,0,0,0,0,0
PIG-H,100,168,623,62,355,172,285,229,286,222,280,182
Kmn2,2,19,26,5,17,4,10,13,21,7,15,22
CG2698,39,521,0,117,111,78,97,370,1112,486,752,616
CG2767,1097,953,2410,588,1884,1249,1531,1909,1121,948,1551,978
CG11052,0,0,0,0,0,0,0,0,0,0,0,0
CG3223,912,896,3602,525,2279,1346,1084,1608,1191,785,1246,700
CG10435,443,349,1853,322,1424,629,611,723,417,286,573,176
Pbp95,28,52,318,86,33,123,0,4,0,0,174,0
CG2747,10,175,243,50,147,139,57,118,21,84,51,26
ImpE3,448,526,1394,170,1236,589,523,559,23,36,64,106
CG10903,49,36,136,40,65,40,30,48,52,42,93,35
CG11035,81,106,126,23,147,98,129,300,199,107,146,118
unc-45,774,685,549,263,635,593,821,808,530,723,922,427
lncRNA:CR44936,0,0,0,0,0,0,0,0,0,0,0,0
CG43060,0,0,0,0,0,0,0,0,0,0,8,55
CG43618,0,0,0,0,0,0,0,0,0,0,0,0
CG43061,0,0,0,0,0,0,0,0,0,0,0,0
mAChR-B,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me18S-G423,0,0,0,0,0,0,0,0,0,0,0,0
CG7910,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44330,0,0,0,0,0,0,0,0,0,0,0,0
CG7900,108,45,59,1,0,9,0,0,52,100,0,171
puc,456,400,512,190,849,265,351,253,388,125,409,812
lncRNA:CR44331,8,19,0,0,23,2,32,6,0,0,0,29
CG7878,77,654,610,367,768,491,267,605,607,1341,1095,390
CG9667,461,607,2449,354,867,609,823,1033,779,521,911,484
Arl8,284,562,1051,299,1118,757,1137,1492,642,439,768,654
tRNA:Asn-GTT-1-10,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-6,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-7,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-8,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-9,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Arg-ACG-1-10,0,0,0,0,0,0,0,0,0,0,0,0
grn,93,30,5,4,1,23,6,45,47,15,17,1
lncRNA:CR43302,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR43303,0,0,0,0,0,0,0,0,0,0,0,0
CheA84a,0,0,0,0,0,0,0,0,0,0,0,0
CG7800,189,322,740,220,404,271,297,293,63,366,417,520
CG18249,0,141,581,0,765,228,226,534,0,0,0,529
lncRNA:CR45551,0,0,0,0,0,0,32,0,0,0,0,0
lncRNA:CR45550,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR45549,0,15,0,0,10,13,9,13,0,0,0,0
DNApol-iota,125,322,324,80,131,117,17,39,155,4,203,24
Ada2b,361,706,1392,128,598,550,156,424,621,816,379,47
CG9636,116,158,894,162,688,191,196,435,282,198,290,200
CG18749,0,0,0,0,0,0,0,0,0,0,0,0
CG33722,0,0,0,0,0,0,0,0,0,0,0,0
CG15864,0,0,0,0,0,0,0,24,0,0,0,0
mtg,0,1,0,0,77,124,138,136,0,0,0,28
CR18228,0,18,0,0,0,3,0,36,0,0,0,0
RpA-70,4,104,1,65,59,37,1,14,300,100,198,75
Mcm2,0,199,71,74,159,43,0,0,546,347,452,175
CG9630,1,156,421,98,238,70,52,74,264,325,406,324
ato,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44318,0,0,0,0,0,0,0,0,0,0,0,0
Nazo,0,0,0,0,0,0,0,0,0,0,0,0
CG11672,0,0,0,0,0,0,0,0,0,0,0,0
CG31464,0,0,0,0,0,0,0,0,0,0,0,0
CG31463,0,0,0,0,0,0,0,0,0,0,0,0
CG9626,0,0,0,0,0,0,5,0,0,0,0,0
mRpL1,658,564,1749,113,914,496,483,679,897,702,1540,478
nac,407,145,1161,299,521,317,723,815,238,67,265,275
Sgt1,832,1136,2242,422,1189,568,1228,1243,1576,641,1289,1957
tex,112,220,346,78,249,209,258,331,187,296,673,202
mir-4918,0,0,0,0,0,0,0,0,0,0,0,0
CG11693,44,0,0,0,0,0,0,0,0,0,0,0
CG11694,0,0,0,0,0,0,0,0,0,0,0,0
CG11698,0,0,0,0,0,0,0,0,0,0,0,0
CG7483,797,710,1739,267,866,866,822,1440,653,562,947,261
Coq2,30,39,132,36,110,67,119,0,111,3,67,30
lncRNA:CR45215,0,3,0,0,0,0,0,0,0,0,0,6
Ctr1B,0,0,0,0,8,0,0,0,13,0,0,224
Poxm,0,0,0,0,132,0,0,0,0,0,0,0
Or85a,0,0,0,0,0,0,0,0,0,0,0,0
CG7443,0,0,0,0,0,0,0,0,0,0,0,0
COX7A,1461,1906,4031,849,2529,1882,2408,2564,3813,2388,4625,2590
Arl2,205,237,838,120,306,198,275,376,311,248,416,279
CG9601,44,129,94,32,236,65,98,59,299,257,356,80
COX7AL,0,0,0,0,0,0,0,0,0,0,0,0
DppIII,1888,2428,3203,1144,2574,2091,1594,2091,2530,2517,2880,1548
CG7352,0,4,0,0,5,4,0,2,35,51,8,0
mir-9380,0,0,0,0,0,0,0,0,0,0,0,0
Atg13,157,86,7,160,15,194,1,278,142,225,378,4
stck,793,1303,3484,531,1227,1095,1419,1723,1441,1222,1543,1578
CG9684,339,712,2174,512,1744,826,933,688,477,943,1180,817
CG7963,0,0,0,0,0,0,0,0,0,0,0,0
CG45263,0,16,0,0,15,4,8,0,25,0,0,46
lncRNA:CR46126,0,0,0,0,0,0,0,0,0,0,0,0
Obp85a,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46125,0,0,0,0,0,0,0,0,0,0,0,0
Or85b,0,0,0,0,0,0,0,0,0,0,0,0
Or85c,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46228,0,0,0,0,0,0,0,0,0,0,0,0
CG11737,143,22,1,67,339,82,181,43,111,123,85,428
CG31454,0,0,0,0,0,0,0,0,0,0,0,0
CG31259,0,0,0,9,0,0,0,0,0,0,0,0
CG11741,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45575,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45574,0,0,0,0,0,0,0,0,0,0,0,0
Or85d,0,0,0,0,0,0,0,0,0,0,0,0
pch2,200,155,113,75,482,200,143,161,532,308,91,0
mRpS18A,582,907,2980,604,1500,823,1605,1747,1765,1302,2364,1543
CG31460,0,1,1,0,0,1,1,0,5,1,2,7
asRNA:CR44291,12,0,3,3,9,1,0,6,52,19,41,14
Cenp-C,148,7,0,69,14,20,29,1,156,0,21,66
5-HT2B,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR46124,0,0,0,0,0,0,0,0,0,0,0,0
Or85e,0,0,0,0,0,1,0,0,0,0,0,0
tRNA:Tyr-GTA-1-4,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Tyr-GTA-1-5,0,0,0,0,0,0,0,0,0,0,0,0
Cyp313b1,10,75,231,0,512,267,348,355,125,352,0,438
Mkk4,394,538,1243,266,725,654,613,472,324,218,574,327
SLIRP2,31,69,178,20,84,52,107,117,32,8,66,98
Dhod,1146,1693,3308,770,1961,1468,1585,1576,2478,1533,3205,1779
CG11753,445,588,1757,214,708,587,612,941,420,251,836,358
CG42489,0,0,0,0,0,0,0,0,15,0,0,0
bel,753,1088,2482,800,1363,1359,751,1243,1835,1149,1117,672
p,1,300,46,88,124,175,71,268,232,122,105,850
CG8032,133,131,66,30,192,127,215,6,393,210,178,46
CG8036,263,804,1534,552,369,649,244,340,5809,3981,3089,3153
tRNA:Tyr-GTA-1-6,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Tyr-GTA-1-7,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Tyr-GTA-1-8,0,0,0,0,0,0,0,0,0,0,0,0
mRpL19,789,725,2182,360,1185,706,928,842,1048,773,1515,485
CG9773,209,460,1456,233,716,500,1170,808,590,515,414,401
CG8043,105,121,150,84,61,40,69,43,123,220,83,15
CG11755,119,113,64,17,39,26,54,77,44,53,8,0
CG33325,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR44937,0,0,0,0,0,0,0,0,0,0,0,0
CG44227,0,0,0,0,0,0,0,0,0,0,0,0
hb,0,0,0,0,3,0,0,0,0,0,0,0
Cks85A,202,209,463,80,322,199,263,446,344,301,212,177
CG8112,0,0,0,0,0,0,0,0,0,0,0,0
TMEM216,53,139,304,88,310,196,126,49,71,148,146,302
CG11760,0,2,0,4,0,0,0,0,0,0,0,0
CG8136,0,0,0,0,0,0,0,0,0,0,0,0
nom,67,85,298,37,45,75,64,76,207,61,157,71
ouib,0,0,0,0,0,0,0,0,0,0,0,0
CG8159,44,3,30,7,93,25,29,81,0,131,68,7
ranshi,89,66,278,39,267,43,128,233,288,0,0,241
M1BP,1097,855,1762,514,1624,1290,933,1724,1517,1433,1530,745
CG8202,148,173,0,208,220,146,202,58,163,450,172,12
CG9801,295,1221,2136,1118,856,410,749,297,954,1122,1071,1049
CG8223,30,44,73,17,64,33,24,34,41,26,41,25
CG34135,0,0,0,0,0,0,0,0,0,0,0,0
CG11768,0,0,0,0,0,0,0,0,0,0,0,0
asRNA:CR44228,0,0,0,0,0,0,0,0,0,0,0,0
CG8236,0,0,0,0,0,0,0,0,0,0,0,0
CG13318,0,0,0,0,0,0,0,0,40,0,0,0
CG34301,0,0,0,5,0,3,1,0,0,1,0,0
Pif1A,0,0,0,0,6,9,0,0,0,0,17,0
Pif1B,0,0,0,0,0,0,0,0,0,0,0,0
CG33191,0,0,0,0,0,0,0,0,0,0,0,0
CG33189,0,0,0,0,0,0,0,0,0,0,0,0
Ir85a,0,0,0,0,0,0,0,0,0,0,0,0
CCT7,2755,4135,6575,2190,5263,4399,3401,4299,6351,4704,6501,3086
CG9839,203,112,464,77,282,137,67,199,488,271,721,615
hng2,55,139,1,54,93,51,68,0,109,115,202,167
CG9837,0,0,0,0,0,0,51,0,70,0,89,650
aqz,7320,7292,17042,4351,12302,6145,9875,10001,4374,2956,4083,4330
lncRNA:CR43130,65,68,103,28,199,22,65,16,181,0,53,104
CG8369,23,58,0,2,12,0,15,4,91,34,79,1223
IscU,350,665,1871,570,520,560,888,818,954,563,990,783
CG8379,86,3,47,137,90,42,122,88,23,177,226,284
pyd,625,1333,1895,471,1355,587,913,721,934,581,298,1236
tRNA:Arg-TCG-2-3,0,0,0,0,0,0,5,2,0,0,0,0
tRNA:Arg-TCG-2-4,0,0,0,0,0,0,0,1,0,0,0,0
asRNA:CR44020,0,0,0,0,0,0,0,0,0,0,0,0
osk,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:osk,0,0,0,0,0,0,0,0,0,0,0,0
ScsbetaA,1219,1608,2927,743,2494,1294,1862,1786,1084,1308,2523,2359
CG11964,403,756,2122,431,1029,712,1005,628,1811,1682,2167,865
ich,295,494,31,36,488,274,644,889,0,0,0,0
CAHbeta,0,0,0,0,51,0,0,0,44,0,0,0
RagA-B,118,342,18,165,459,159,253,237,436,219,431,198
CG11970,152,215,607,98,160,14,0,20,199,148,104,204
E(var)3-9,287,346,291,147,418,317,177,531,330,542,464,1
CG11975,290,583,588,184,405,385,236,515,468,263,413,385
CG31100,285,170,14,35,144,193,220,122,112,0,157,229
CG11977,0,0,0,0,0,0,0,0,0,0,0,0
CG11980,728,778,2142,717,789,1058,800,949,1237,895,1445,827
Prosbeta3,9058,7439,24301,4225,15079,10652,11522,11926,5630,4754,8918,4386
Iru,187,86,398,98,269,150,235,355,538,333,434,236
CG11983,0,2,3,0,0,0,0,0,2,0,89,1
Kcmf1,113,360,385,176,376,228,343,524,658,253,261,588
Sf3b5,230,347,1223,217,380,346,441,588,434,206,335,192
CG11986,153,115,204,65,74,84,96,104,172,237,99,3
tgo,1596,1657,1644,583,3275,3499,2377,2070,1005,950,1332,1156
neur,18,24,82,36,26,21,22,39,109,0,103,37
asRNA:CR31429,0,0,0,0,0,0,0,0,0,0,0,0
hyx,56,195,504,72,125,266,180,274,191,118,284,161
Nmdmc,75,353,935,167,600,354,512,670,795,572,1809,778
Rel,420,702,463,106,367,108,283,400,65,298,854,398
Mst85C,710,605,1913,446,684,924,920,854,574,951,1310,606
Kdm2,13,16,272,10,2,39,7,2,5,129,19,35
beag,64,253,502,165,253,251,173,131,532,57,626,519
Ada,181,121,462,49,73,95,46,69,173,171,266,166
pum,1172,1413,3493,674,4494,1385,2650,2826,836,281,386,1078
CG11997,0,0,0,0,0,0,0,0,0,24,0,0
lncRNA:CR45196,0,13,0,0,0,0,0,0,0,0,0,0
D1,1488,1012,3917,775,2160,1294,1642,1398,2158,867,2150,1668
Vps15,0,131,0,4,27,28,71,205,0,8,19,362
CG8420,11901,12733,9892,3359,39381,36066,23743,32200,1811,2050,3404,911
St2,0,36,0,0,89,33,80,19,0,22,10,0
CR16735,0,0,1,0,0,12,0,0,0,0,0,0
CG16734,201,262,257,65,286,176,80,95,324,439,100,0
CG16736,0,0,0,17,0,0,0,0,0,0,0,0
Ibf2,28,90,302,64,64,52,141,118,372,258,224,176
Ibf1,186,181,1145,190,241,151,143,256,323,171,271,127
ATP6AP2,3393,3188,8732,1859,7760,4693,5219,5671,7947,4386,7317,7041
sage,0,31,0,0,8,12,42,0,33,67,0,0
TrpRS,418,391,1177,370,1022,683,881,644,832,777,987,414
Vps16A,0,327,1061,239,1232,462,20,611,897,12,271,212
lncRNA:CR46350,0,19,0,3,4,0,21,0,0,0,0,0
CG8861,0,0,0,0,0,0,0,0,0,0,0,0
HP1e,0,0,0,0,0,0,0,0,0,0,0,0
CG12951,0,0,0,0,0,0,0,0,0,0,0,0
CG16749,0,0,0,0,0,0,1,0,0,13,28,0
Aduk,121,294,463,38,776,380,252,188,407,354,246,383
pasi2,1985,1898,4300,1040,2754,2285,1731,2297,1734,1594,2425,1871
lncRNA:CR43301,33,0,0,31,4,17,3,0,29,0,0,0
CG45050,385,762,1647,431,1013,577,611,968,528,282,318,448
snoRNA:Me18S-G1358a,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:Me18S-G1358b,0,0,0,0,0,0,0,0,0,0,0,0
CG43675,0,0,0,0,0,0,0,0,0,0,0,0
CG18473,0,0,0,0,0,0,0,0,0,84,1,66
Srr,0,0,0,0,0,4,0,0,0,0,11,59
FER,0,166,16,100,159,108,81,90,16,1,0,202
asRNA:CR46145,8,4,21,0,25,1,7,21,0,47,0,16
Or85f,0,63,0,0,0,19,15,0,0,0,0,0
CG34117,200,328,1070,226,303,251,548,646,390,245,358,250
RpL34b,302,485,1421,334,879,679,712,601,1252,737,1135,782
CG8132,384,228,665,99,564,139,404,297,674,249,445,518
CG9356,138,428,1002,206,382,405,347,257,556,319,327,340
CG8135,0,0,0,0,0,0,0,0,0,0,0,0
BBIP1,0,0,0,0,0,0,0,0,0,0,0,0
CG44261,0,0,0,0,0,0,0,0,0,0,0,0
betaTub85D,0,0,0,0,0,0,0,0,0,0,0,0
Task7,0,0,0,0,0,0,0,0,0,0,0,0
alpha-Man-IIa,277,495,256,190,652,251,97,248,364,421,177,560
ps,595,575,1057,248,1784,1135,1256,1127,1138,1330,1178,1503
GstZ1,555,522,1479,423,420,748,656,730,372,881,430,374
GstZ2,0,0,0,0,0,0,0,0,0,0,0,0
CG16779,0,0,0,0,0,0,0,0,0,0,0,0
lncRNA:CR45203,0,0,0,0,0,0,0,0,0,0,0,0
phu,0,0,0,0,0,0,0,0,0,0,0,0
RhoL,192,563,1036,248,1147,526,881,1292,122,427,348,245
CG8149,204,198,436,206,210,210,362,434,454,200,320,189
rump,1072,1659,3338,824,1706,1855,1645,2078,1941,2341,2016,1745
Ras85D,1730,2432,4146,1070,4407,2063,2182,3118,1968,1792,1938,1136
Rlb1,77,88,441,39,250,77,109,138,138,178,248,114
mRpL47,170,408,1204,239,454,174,447,840,1112,564,1128,1190
CG8176,100,416,366,64,364,166,50,207,325,83,257,53
JHDM2,80,215,63,56,79,152,15,157,144,165,134,23
mir-2283,0,0,0,0,0,0,0,1,0,0,0,0
by,2,310,190,0,67,142,115,362,37,89,42,353
mura,78,70,0,63,174,101,171,126,124,21,147,311
lncRNA:CR42549,723,1762,3663,1170,1638,1016,1069,736,1374,1089,1895,957
RnpS1,275,398,705,146,539,370,304,356,670,621,600,596
CG9386,214,142,590,48,152,137,128,188,211,323,325,194
CG8199,228,259,516,141,624,335,309,561,537,198,183,708
AP-1mu,1220,2888,5947,1106,4139,2856,2250,3140,2467,1883,3655,1083
MBD-like,500,124,442,223,524,301,384,191,270,200,231,172
CG9393,439,82,220,89,225,116,65,137,375,249,391,318
Vps45,3,70,1,46,295,319,172,103,331,103,257,1
CG16789,0,23,0,0,0,0,0,0,0,0,0,1
CG16790,77,171,4,25,100,16,44,107,21,46,78,210
CG9396,0,0,0,0,0,0,0,0,0,0,0,80
CG9399,83,76,230,43,124,133,261,77,76,76,23,25
Kap-alpha3,5063,5472,11381,2792,9471,5977,7053,6596,4680,5604,6717,5217
Son,28,32,8,7,48,21,14,40,8,118,27,119
CG8301,2,11,0,1,99,32,0,0,0,0,0,0
