Geneid,WT1_quant,WT2_quant,WT3_quant,WT4_quant
spn-D,6.267467,5.062876,2.989253,6.248916
spn-E,0.262799,0.320086,0.37402,0.654086
spo,0,0.014862,0.031787,0.084151
spz,2.8514,2.867626,3.987037,2.932491
sr,8.665856,37.477818,14.317726,9.508919
Btk29A,72.096973,105.048125,134.584852,103.050676
srp,1.314634,2.422964,1.599985,3.608135
Sry-alpha,2.621463,2.413993,4.267289,3.826207
Sry-beta,50.444284,43.317126,52.576761,35.910879
Sry-delta,71.837254,76.118207,81.099218,80.02116
ss,7.82036,8.010455,10.866173,9.220734
sqh,896.71852,1018.142159,968.622839,870.575326
st,0,0,0,0.065749
sta,3816.636425,2869.559224,2560.046216,3109.536087
stau,8.78792,11.688324,14.047411,11.386384
stg,32.851637,23.259788,32.540828,37.661095
stil,0.723878,0.170666,0.722353,0.484698
sub,57.57549,33.72469,50.465291,53.790527
Su(dx),12.345524,23.512919,21.219853,20.314663
su(f),70.362041,63.894571,85.574124,67.096121
su(Hw),40.711976,61.344575,51.029789,59.322082
su(sable),8.307556,14.516536,9.015041,19.737385
Su(var)3-7,18.764353,29.869198,33.783066,26.75452
Su(var)205,805.037423,621.188147,723.770628,697.899943
Su(var)2-10,75.841968,90.848012,102.837162,96.15746
su(w[a]),44.435552,30.348597,46.108234,47.099155
svp,9.591593,22.832864,16.114484,26.497187
sw,78.091776,96.229095,115.128343,94.758388
swa,0,0,0,0
sws,4.881343,4.052069,5.732309,5.500505
Syb,261.239133,308.48764,245.076932,334.386731
CCT1,829.329019,773.700863,953.399114,761.621641
term,0,0,0,0
Tbp,66.503149,61.777019,64.051422,54.026525
thr,5.092071,6.410309,2.88824,9.806879
tipE,0.085613,0,0.009215,0.027848
tko,165.648715,128.315281,178.420966,134.633925
tkv,110.566356,195.790688,158.679855,178.327218
tld,9.519848,6.215132,7.195108,6.562001
tll,0,0,0,0
Tm1,130.289271,185.784191,171.138877,197.909436
Egfr,30.110055,40.148682,35.217876,45.793594
tor,0.233902,0.130189,0,0.091244
tra,85.043043,26.983313,77.367375,39.120172
tra2,88.850202,76.627941,84.419048,82.415499
trc,60.128134,87.376669,98.535214,75.356266
Gr5a,0.777446,0,0,0.204101
Treh,16.954225,27.366866,25.888915,25.179657
trk,3.339265,2.659541,3.088292,2.072383
trp,0,0,0.284464,0
trx,6.686447,5.588624,6.00919,6.835466
alphaTry,0,0.12659,0,0.109022
tsg,0,0,0,0
tsh,65.297386,112.686977,105.694804,131.657197
tsl,173.438725,145.776357,179.540721,159.927704
ttk,76.831418,125.760204,95.539536,100.876928
tub,78.42562,95.74661,88.898112,76.793264
alphaTub84B,4236.297852,6163.80665,4785.282472,5602.870849
alphaTub84D,293.778845,338.951895,359.159232,353.027722
alphaTub85E,4.675087,37.782219,17.604018,22.445547
betaTub60D,560.880419,1283.070172,1114.250321,858.812687
betaTub85D,0.073257,0.131196,0.047894,0.02065
betaTub97EF,51.322932,49.42254,54.979083,37.176375
tud,13.914981,19.156325,14.385095,25.359057
ptc,19.085473,20.423115,19.103238,26.865372
tup,15.773513,31.133839,28.480773,34.461659
twi,97.258332,103.97112,95.270317,181.547209
RpL40,4067.84845,3448.620176,3138.792558,3740.238473
RpS27A,2121.689525,2036.811941,1771.582746,2567.565066
Ubi-p63E,209.380942,393.736079,334.170117,422.549731
Ubx,10.199898,3.569496,3.98364,3.73308
unc,0.674716,0.104687,0.252647,0.813283
Uro,0,0,0,0
ush,7.874502,16.788,16.745824,20.185693
usp,86.795004,83.883024,120.630497,81.752921
v,0.034833,0,0,0
vap,80.575313,108.544727,129.146534,89.190114
vg,13.968379,18.624473,18.777492,21.949265
vir,3.953319,6.613956,4.667159,11.688641
vls,124.289751,93.955268,105.5269,105.107351
Vm26Aa,0,0,0,0.119252
Vm26Ab,0,0,0,0
Vm34Ca,0,0.607286,0,0.686197
vn,10.122486,19.8474,21.842178,20.7659
w,2.324889,3.340702,4.376517,8.036794
hid,11.214352,14.086343,12.423864,23.854647
wbl,238.614562,349.262892,252.180499,248.795905
y,0.234147,0.180757,0,0.296707
Yp1,0,0,0,0.024497
Yp3,0.431921,0.242075,1.240501,0.291741
yrt,10.868331,15.360036,11.589071,17.462644
z,75.668717,80.118531,80.439073,86.552166
Z600,0,0.210562,0,0.148985
zen,0,0.20011,0,0
zen2,0,0,0,0
uzip,41.433499,47.718325,51.572889,49.485863
Zw,74.66932,55.269316,107.392385,51.979422
Prosalpha4,395.041242,398.757906,344.545106,374.401457
Dhfr,220.852034,136.868664,146.4617,149.460446
bs,23.756857,26.355951,28.564583,27.328385
oc,0.02491,0,0.008149,0.042559
Pp1-87B,362.17545,422.999267,436.740579,444.750104
Cdk1,226.708818,215.287353,233.946337,257.172445
Cdk2,63.070861,57.121412,63.688949,60.512542
Nrt,38.374771,70.440838,49.265727,72.703997
tin,0.027477,0,0,0
Tm2,4.631379,7.590717,93.741649,99.201284
nAChRbeta2,0.544033,0.362257,0.709326,0.310993
boca,408.692527,420.88665,357.9123,338.611299
blow,98.456927,116.868901,104.052985,112.616591
nullo,0,0,0,0
kst,5.402208,3.376283,3.422923,6.593394
5-HT1A,0.018952,0,0.041453,0
up,0.911166,4.265217,27.091333,36.052029
sc,69.917246,92.945163,111.431655,69.218876
Mst98Cb,0,0,0,0
Mst84Da,0,0,0,0
Mst84Db,0,0,0,0
Mst84Dc,0,0,0,0
Mst84Dd,0,0,0,0
mts,794.49848,859.606448,849.028064,821.517688
Csp,82.320601,105.717083,120.353849,109.94231
Ebp,0,0,0,0
Ser,21.389777,47.399008,36.519784,62.087448
ct,5.974917,3.612541,4.07152,4.316007
nonA,49.522002,62.814998,62.792425,59.210898
mex1,0,0.061055,0,0
Hrb87F,172.755161,236.577226,180.744322,206.61171
DptA,0.299266,0.37438,2.334214,5.409126
Syt1,0.385145,0.707912,0.655928,0.437032
Rdl,0.024554,0,0.046353,0.00547
T48,19.297304,26.776805,28.957306,28.862186
Wnt2,29.054632,26.746004,25.747276,21.123294
HmgD,1853.371321,1828.286803,1870.736737,2067.365728
porin,1038.805099,1167.617395,1032.006579,1198.297629
18w,15.660474,38.48091,24.01357,49.504559
mei-41,1.149146,1.458488,1.100323,1.877724
Ptp4E,6.796651,6.824838,3.745062,12.896684
Ptp99A,5.232046,10.140054,6.489137,13.91516
Ptp10D,7.345049,11.607566,12.530814,14.567052
aly,0,0,0,0
fwd,6.945591,11.479019,8.615696,15.986627
neb,15.998391,14.249229,18.056094,17.050146
Klp61F,39.349185,36.373282,44.582617,50.876308
Klp67A,65.969626,43.5962,62.580292,55.571804
Klp64D,15.206795,19.166197,27.326312,13.908028
Klp68D,5.196047,7.47802,3.544773,6.246587
Klp98A,8.437513,11.487265,12.150214,11.600697
bnk,0,0,0,0
RasGAP1,11.69591,21.078997,23.531727,27.98305
shtd,5.399041,6.479898,5.32327,11.988057
pdm2,1.762977,2.506937,0.013364,0.367622
unk,24.583331,48.946337,42.342149,48.456333
CrebA,26.908365,60.168818,39.099624,35.360481
Vinc,31.290831,55.567754,48.976483,44.037835
rhi,0.160684,0.03835,0,0.191719
Pep,525.19817,524.884656,654.576548,554.480588
RpS14a,1334.114389,1243.519578,1132.932376,1609.366475
RpS14b,660.47546,504.51088,467.206202,529.351208
tam,10.894788,12.030805,13.47012,14.620235
msopa,0,0,0,0
me31B,295.215172,338.537722,382.069284,317.49381
LysB,0,0,0,0
LysD,0,0,0,0
LysE,0,0,0,0
LysP,0,0,0,0
LysS,0.147009,0,0,0
LysX,0,0,0,0
Cyp1,3820.228527,3444.189037,3284.49979,3484.144981
Galphaq,37.467298,53.299094,54.157026,45.456108
Ubc6,194.453438,220.225117,260.946177,196.161489
Ten-m,7.662003,9.799901,9.936822,12.705255
mew,27.715274,25.442434,32.78724,30.177623
RpIII128,17.93631,23.394728,21.898183,29.782146
Su(P),72.215536,65.557177,54.279513,60.322439
GlyP,151.944243,86.063781,126.149653,117.036923
Fur1,9.952118,14.793863,12.087351,15.889372
Ets97D,45.198259,30.855903,41.118365,31.733191
dy,0.833692,0.942293,0.802275,1.067124
Mdr49,11.534335,23.467896,14.540304,16.904415
Mdr65,0.072516,0.324475,0.90561,0.225272
Oct-TyrR,0,0.209266,0,0.011335
Gad1,0,0,0,0
Akh,0.725976,0.763115,0.669423,0.441598
Edg91,55.268039,11.664809,37.629836,185.054602
Dbp73D,26.271452,15.890205,29.410086,22.40507
slp2,1.636376,0.193523,0,0.126826
aos,6.605282,5.702793,5.959531,13.512163
5-HT7,0,0,0,0
Rop,93.661407,139.505997,116.872726,111.504142
Syn,0,0.006536,0.007137,0.184169
Pxd,1.106433,0.402923,2.472156,1.76512
Cbp53E,0,0.061645,0,0
bgcn,0.290415,0.022894,0.269505,0.136638
ex,16.048103,29.150912,19.843764,32.373953
Rrp1,217.950823,169.746136,227.761625,193.756289
B52,611.402226,541.659143,659.616811,541.907557
Eig71Ea,0,0,0,0
Eig71Eb,0,0,0,0
Eig71Ec,0,0,0,0
Eig71Ed,0,0,0,0
Eig71Ee,0.163469,0.235663,24.78213,0.757571
Eig71Ef,0,0,0,0
Eig71Eg,0,0,0,0
pros,0.104027,0.127277,0.036274,0.133471
CycC,72.902356,83.704568,72.729841,81.460246
Fur2,28.415628,48.912522,37.213832,45.00999
zfh1,14.686718,24.090167,15.971441,43.421004
zfh2,7.295944,6.607684,11.392856,7.846994
Plc21C,3.610395,6.43528,5.862873,8.974075
gl,0.631666,0.556632,0.77942,0.560898
GluRIA,0,0,0,0
GluRIIA,0.026163,0.077354,0.092468,0.294097
TkR99D,0,0,0,0
Gbeta76C,0.362489,0.176742,1.4987,0.249964
Cys,16.152217,7.077086,9.78912,24.128626
rho,11.84766,10.845679,19.021411,13.244124
Rap1,102.198971,114.197273,113.227397,97.820721
drk,87.053616,104.27282,107.634182,98.738072
Zw10,83.109013,82.210602,94.718299,78.585547
hh,21.177271,28.741666,22.701096,26.332887
ogre,646.509753,874.499742,1100.809102,805.572059
N,50.602591,31.565524,41.158636,33.526305
svr,17.502487,27.247034,24.764099,31.737451
yl,0,0,0.004135,0
fs(1)N,0.006008,0,0,0
fru,17.490318,2.160817,6.943886,11.146107
Pgd,73.427666,80.157415,85.629017,74.521913
wapl,4.878252,5.21887,5.75431,9.675531
fs(1)h,55.175256,57.730351,56.842944,63.682791
mys,103.932369,179.0005,149.597068,141.179354
sim,0.049117,0.009636,0,0
Mlc-c,566.474267,808.42142,661.898892,675.555754
Xpc,36.60795,51.565995,45.886276,62.03869
Ccp84Ag,1.13343,0.166349,0.044914,2.088762
Ccp84Af,0,0.361836,0,0.105527
Ccp84Ae,0,0,0,0.319154
Ccp84Ad,0.663968,0.05921,0,1.677573
Ccp84Ac,0,0,0,0
Ccp84Ab,0,1.180097,0,0.471896
Ccp84Aa,0.086395,0,0,0.458161
inaC,0,0,0,0
retn,0,0.032234,0.117723,0.110051
mdy,58.564924,66.54421,78.315207,85.568917
fs(2)ltoPP43,91.222931,92.289048,100.212212,97.090773
His3.3B,944.241786,1014.422472,1309.328666,1176.714103
Xpac,54.826888,55.826397,57.940112,52.891569
Su(H),11.892587,16.774759,23.45459,13.854821
Hrb27C,998.938326,1414.841174,1288.099969,1292.287471
otk,5.859502,13.701221,11.525381,18.98709
TkR86C,0,0,0.593555,0
RYa-R,0,0,0,0
Ac76E,0.107447,0.053253,0.273013,0.583558
B-H2,8.455614,18.815825,10.950781,10.664212
RpII15,169.492342,163.42109,141.076081,180.860508
Bx42,94.828944,84.05363,90.079557,89.475476
elB,22.470608,17.762456,34.922726,18.458785
ci,57.109248,104.784776,96.00586,106.554117
ph-d,3.884469,5.37046,5.07687,8.205334
ph-p,7.045654,9.108456,8.018434,10.81891
bap,0,0,0,0
C15,40.707006,63.646439,41.089759,55.260599
hop,12.549223,22.825354,17.610327,23.196013
Eip78C,8.36623,41.547531,34.934718,30.154295
RpS2,6257.36163,4823.507919,4298.122248,5753.362608
Gdi,857.471255,992.19274,925.593088,743.486741
bab1,0.73868,0.708588,1.029092,0.873307
piwi,0.256071,0.254606,0.221681,0.080152
enc,8.586095,12.922205,7.833007,15.808698
cdi,12.499148,17.156928,20.915718,16.209769
cas,0.015759,0.148632,0,0.013147
scrt,0.164971,0,0,0
orb,0.083554,0.243653,0.02663,0.010172
tok,20.801308,21.704001,18.072993,28.88581
Scsalpha1,568.268781,527.176582,508.225285,466.225157
tws,68.684658,119.662057,112.456309,106.36328
sob,26.112799,43.878244,34.857404,29.668678
bowl,141.037595,246.850212,229.801733,226.099241
FoxL1,0.509027,0.611844,1.025204,1.209458
fd59A,0,0,0,0
fd96Ca,3.948178,0.296714,0,0.397224
fd96Cb,9.532088,0.343518,0.03118,0
Prat,159.407656,103.556054,170.300987,118.763024
Rb97D,74.838489,75.352438,92.574301,71.838316
14-3-3zeta,1227.950879,1326.00372,1224.727813,1496.017326
Arl2,100.817037,106.606494,83.095883,103.928338
Eip63F-1,0.526305,0.936053,1.391786,3.480076
Gnf1,53.835843,44.699519,45.925408,50.44863
Hnf4,17.78251,24.784322,30.563572,27.5334
TfIIB,211.87157,184.002471,237.223411,162.148669
gol,0.215558,0.010542,0.804756,0.60208
Ggamma1,540.04106,569.754614,517.569004,538.341799
Top1,33.004017,40.331005,39.296196,43.594783
eIF2beta,546.050523,475.244387,488.746509,471.178487
upd1,6.767674,2.656124,6.869187,3.838974
por,74.550111,48.813531,71.297529,51.884546
phm,2.080761,3.39862,1.525292,2.246754
gig,3.310156,6.807494,3.474643,7.512247
Sam-S,316.129692,266.175344,369.505749,294.072155
nmd,137.31417,118.27969,138.754461,117.307473
Su(fu),102.706111,92.280785,111.482468,88.680109
ash1,6.984051,8.002143,5.235493,7.163129
fs(1)M3,0,0,0,0
Yp2,0,0.034801,0.038641,0
U2af50,160.967561,141.678541,137.25288,159.25042
ewg,11.451673,11.054697,9.577343,8.103801
RpS17,1983.271722,1853.273584,1563.491783,2158.102761
Mbs,4.876544,9.075744,9.051366,12.615663
ey,0.059493,0,0,0.076756
sv,0.498392,0.515816,0.455013,0.207537
Shal,1.286509,1.45747,1.187046,0.890999
Calr,2981.703717,3887.395761,3187.474956,2983.746422
Rab3,0.109157,0.02592,0,0
scw,0.10445,0,0,0
RpL7,1107.371693,1151.520476,972.027912,1442.198657
yem,10.919373,14.027269,12.854503,16.924661
Sox14,15.677792,30.7611,35.269864,23.336227
Sox15,18.706711,14.100476,33.617936,11.25015
trpl,0,0.037646,1.418015,0
msl-2,13.411697,48.862288,16.193968,39.557857
msl-1,7.201064,14.910521,6.521016,12.54308
Hdc,0,0.951247,0.156144,0.136852
Psc,10.513067,14.923398,12.432773,17.746724
ple,1.685286,34.76913,11.331429,9.648631
robo1,3.937258,9.523341,5.275217,11.219572
faf,3.848392,3.239966,2.666136,4.981039
fln,0,0,0,0
nvy,10.033085,12.211655,12.755999,16.589051
slbo,0,0.023214,0.076251,0.065981
Eip63E,43.273777,53.601909,67.403959,50.46795
wdn,38.382592,48.421627,52.460464,53.178426
Pabp2,370.484283,301.555884,344.750264,316.893837
Rox8,68.026147,84.406165,92.544369,83.13212
Orc3,4.314264,5.594655,3.04153,5.128132
PCNA,685.881517,453.459416,603.270113,594.574406
Ets65A,0,0,0.102822,0.0195
Ets98B,5.583415,6.460646,11.116995,7.296316
Ets21C,1.292804,1.061396,1.868704,1.899688
Crys,0,0,0,0
bt,0.091852,0.296273,1.243062,1.010851
Cyp4d1,0.488197,0.016364,0,0.651055
Vha55,174.029375,206.940038,243.230159,189.941045
spi,224.956847,216.770431,238.876474,155.491463
GluProRS,56.455353,87.742408,52.199291,90.553242
dac,10.552669,5.48229,7.660693,7.110429
pie,10.832419,6.713337,11.60089,9.874256
Aef1,33.532009,42.147948,37.965256,32.349752
gcl,12.739202,15.92316,12.837822,16.575778
DNApol-alpha73,22.972551,15.118404,18.058206,21.702003
noc,60.416554,58.258301,48.800905,59.00893
Con,3.612438,6.485629,5.191391,4.299131
PpD3,30.914117,41.442177,48.202031,41.951123
PpD5,0,0,0,0
PpD6,0,0,0,0
betaCOP,119.277025,175.861569,141.36035,168.778778
hbn,0.109672,0,0,0.06889
E5,21.248928,38.567221,31.553319,23.424238
lbl,4.617671,0.272045,0.388152,0.201752
CanB,0.190915,0,0.643753,0.038369
CanA1,0.044491,0.095833,0.338437,1.20797
Cyp4g1,0,0.518119,0.662385,0.182298
GstD2,2.058589,1.835484,0,2.171173
GstD3,130.466538,98.773525,120.408818,123.864652
GstD4,0.158498,2.376045,2.860179,1.574253
GstD5,0,0,0,0.120798
GstD6,0,0,0,0
GstD7,0.070462,0,0,0
GstD8,0.265331,0,0,0
Itp-r83A,1.709046,2.336604,1.236401,3.532548
Jhe,0,0,0,0
Jheh1,14.555785,12.360786,14.160928,11.578157
RpL23,2508.344911,2238.734197,1752.555219,2345.336001
gammaTub37C,0,0,0,0.049269
Acon,143.449433,207.430156,176.747325,227.213812
comm,34.969602,25.770904,37.268401,30.466371
dpn,15.513019,13.248242,28.833671,21.003114
hdc,62.866376,29.794319,64.058628,64.24296
hig,0.036227,0,0,0
RpA-70,44.921585,39.363272,33.96372,49.682049
Wnt5,16.987812,30.358745,17.451175,29.540316
Gyc32E,0,0,0,0
RpS15Aa,901.280136,982.832357,737.039734,1091.852012
Sod2,306.462615,287.57478,295.79456,315.144533
alpha-Cat,97.303306,153.574695,133.446238,150.082125
ATPsynbeta,1521.740519,1597.488863,1540.492274,1751.011084
Dbp45A,59.034345,46.470031,65.215397,60.484524
Nmdmc,131.164511,93.841226,124.93836,113.634909
Galphaf,0.266044,0.764557,1.021693,0.427811
Gel,14.493849,16.808658,108.451234,45.411537
GstS1,723.601971,827.734157,863.558977,709.152338
HmgZ,1064.562204,770.310293,926.859633,926.363546
Klc,70.100864,93.223804,82.820028,97.290786
Lac,249.98439,427.39871,297.378545,337.429998
Lcch3,0.528578,0.645471,0.501821,0.60594
Mdr50,0.009688,0,0,0.008039
Myo61F,26.609037,44.531519,51.106992,59.59077
Parp,38.273068,45.79578,47.432126,41.283134
Rbp4,0.786611,1.069393,0.443628,0.570111
Rbp9,0.086857,0.092786,1.374255,1.267324
RpS13,1970.096708,1538.45506,1565.749609,1754.435442
Dsor1,50.468527,47.423993,51.91983,36.975093
Ssrp,282.814826,196.976791,263.16136,223.449742
Taf4,40.029349,50.881123,41.974128,61.330151
TfIIFalpha,64.73327,54.115989,55.300462,49.805706
Trf,64.629397,43.947495,48.607761,48.111505
Uch,185.715579,231.385674,212.351059,230.920073
bys,102.68447,64.153626,106.49821,82.719065
ng2,0,0,0,0
ng3,0,0,0,0
ng4,0,0,0,0
brat,36.708235,59.56202,53.624312,87.448982
hep,22.002011,21.907149,22.990861,19.910008
pigeon,22.611752,19.676508,22.770897,17.781399
corto,62.176702,66.409825,67.977789,77.011641
Cks30A,202.436983,111.38409,202.7625,165.326394
CycD,57.243441,62.399958,63.630602,61.169884
dap,15.553683,10.282411,10.742952,13.65657
CycJ,0,0,0,0.055499
Gsc,0,0,0,0.017411
woc,26.620845,27.008093,28.486903,48.309956
Tbh,0.035615,0.076746,0.715195,0.02947
Rac1,227.324682,246.326615,246.510704,216.565418
128up,261.254348,207.235823,227.523954,210.42798
140up,34.489873,31.361506,35.780087,33.338775
Cdc42,629.337432,592.476866,732.580177,500.94896
Map60,293.249209,234.983594,351.737538,274.648927
Arf79F,1000.070307,1387.374044,1241.003924,1130.500668
Cds,24.555312,35.10235,34.518085,28.373431
Nc73EF,51.811929,76.343785,75.831133,88.244861
Taf1,8.814473,15.143436,11.833504,23.463027
Taf5,32.359862,36.619154,23.730566,34.704109
betaTry,0,0,0,0
deltaTry,0.012463,0.243533,0.172307,0.055012
gammaTry,0.013359,0,0.193023,0.061358
Akt1,43.367569,72.229967,73.834548,70.716443
AP-1-2beta,108.159203,159.930842,157.887715,143.627917
CycE,19.619154,22.192805,22.938224,23.703311
Cyp18a1,0.519784,0.101747,2.441282,0.336022
Def,1.573089,2.097651,1.488581,1.248662
Dbi,0,0.449957,0,2.277822
Dro,0.232995,0.145574,1.237579,1.685336
htl,26.558741,28.748882,32.916241,48.698572
Gtp-bp,379.498426,371.527111,386.400794,313.281782
Itgbn,0.015885,0,0,0.118628
LamC,79.820188,31.678639,53.284277,85.232793
Lrr47,8.706116,9.598629,8.583449,10.406352
Nmdar1,0.074327,0,0,0.087582
Os-C,12.677961,36.441415,17.006842,9.53138
Obp83b,0,0,0,0
RNaseX25,42.611108,44.384841,47.61625,39.707697
Ror,0.560867,0.866681,0.244352,0.943894
RpS9,1315.172737,1232.916485,915.285768,1707.611419
RpL18A,2784.139724,3065.742474,2540.939707,3338.766971
RpS18,1606.437319,1388.516024,1263.434145,1615.898414
RpS19a,968.160938,912.304175,785.703341,1113.401725
SerT,1.271981,1.264388,1.055584,2.744194
Sdc,204.694327,234.569194,198.148793,213.518479
TH1,123.780526,107.287372,134.669024,107.919575
Taf6,55.5513,55.809319,67.446678,51.591407
TfIIFbeta,47.983008,62.942349,54.12772,55.175901
TfIIS,214.08421,179.463627,202.425714,202.661823
TpnC47D,0.490556,0.247885,4.65462,30.088463
TpnC73F,20.36742,34.224026,213.509341,121.819455
epsilonTry,0,0,0,0
mtrm,0.165221,0.032909,0,0.185233
ato,1.443947,0.023016,1.724942,0.293851
cora,31.786234,44.460661,29.074124,71.05778
emp,87.283682,112.714768,103.579202,143.620881
mtSSB,201.737831,146.265023,160.791635,168.567993
pll,26.551263,31.309648,31.308914,24.257462
trn,71.536512,102.955941,130.142091,90.961489
Wnt4,4.150997,8.011917,5.846002,7.19139
Fkbp14,88.816405,211.431311,110.587373,155.033606
tutl,17.063022,24.246423,24.457467,27.336127
l(2)01289,0.397239,0.088991,2.673516,0.726643
NAT1,75.426072,166.537443,122.294337,190.793539
dmGlut,4.28171,4.477046,2.816203,2.399021
Dcp-1,82.540543,99.81433,94.825155,89.607678
kermit,48.906617,60.032904,86.938844,45.049224
wal,306.292428,282.61568,262.304607,249.954001
Bka,116.152698,87.931535,108.679741,77.223768
Ccs,52.668366,39.174249,36.151981,34.969788
Aldh-III,89.767649,41.370954,75.245236,88.917398
l(2)03659,3.332092,3.622611,2.878722,5.898929
Phb2,703.671225,602.029628,710.196041,571.775304
dock,35.393535,52.640584,57.53987,42.008119
Prosbeta1,600.606133,674.006488,618.501372,701.068062
Sply,63.583503,77.12826,97.545516,67.847857
lwr,846.4232,752.678964,884.119012,777.210929
l(2)05714,82.256102,58.131879,76.776733,45.990958
Hmgs,100.905299,108.083384,99.638598,101.635959
ATPsynG,1357.268449,1166.918252,1226.125593,1232.53143
CG10939,347.924877,273.295877,347.635376,329.077983
